name	oid	lsort	sfsort	sfname	ucode	ucun	note	lfeat	lsname	lucun	limage	lvalues
U+12690	o0900000	4928	1	A	U+12690	𒚐						
U+12691	o0900001	4929	2	|A×AB₂|	U+12691	𒚑						
U+12692	o0900004	4930	5	|A×EN~a~v2|	U+12692	𒚒						
U+12693	o0900006	4931	6	|A×ŠUBUR|	U+12693	𒚓						
U+12694	o0900007	4932	7	|A×ZATU672|	U+12694	𒚔						
U+12695	o0900005	4933	8	|A×1(N14)|	U+12695	𒚕						
U+12696	o0900009	4934	9	A@t	U+12696	𒚖						
U+12697	o0900010	4935	10	A₂	U+12697	𒚗						
U+12698	o0900012	4936	24	AB~a	U+12698	𒚘						
U+12699	o0900018	4937	26	|AB~a×A@t|	U+12699	𒚙						
U+12700	o0900160	4938	171	BARA₂~b	U+12700	𒜀						
U+12701	o0900161	4939	172	BARA₂~b~v1	U+12701	𒜁						
U+12702	o0900162	4940	173	BARA₃	U+12702	𒜂						
U+12703	o0900165	4941	639	BIR~a	U+12703	𒜃						
U+12704	o0900166	4942	640	BIR~b	U+12704	𒜄						
U+12705	o0900167	4943	641	BIR~c	U+12705	𒜅						
U+12706	o0900169	4944	643	BIR₃~a	U+12706	𒜆						
U+12707	o0900170	4945	644	BIR₃~a~v1	U+12707	𒜇						
U+12708	o0900171	4946	645	BIR₃~b	U+12708	𒜈						
U+12709	o0900172	4947	646	BIR₃~b~v1	U+12709	𒜉						
U+12710	o0900191	4948	679	|(BU~a&BU~a).NA₂~a|	U+12710	𒜐						
U+12711	o0900192	4949	681	|(BU~a&BU~a).NA₂~a~v1|	U+12711	𒜑						
U+12712	o0900197	4950	684	|(BU~a&BU~a).X|	U+12712	𒜒						
U+12713	o0900176	4951	685	BU~a~v1	U+12713	𒜓						
U+12714	o0900183	4952	686	|BU~a~v1×A|	U+12714	𒜔						
U+12715	o0903398	4953	688	|(BU~a~v1%BU~a~v1).NA₂~a@n|	U+12715	𒜕						
U+12716	o0900177	4954	689	BU~b	U+12716	𒜖						
U+12717	o0900181	4955	691	|BU~b.NA₂~a~v1|	U+12717	𒜗						
U+12718	o0900205	4956	692	BU₃	U+12718	𒜘						
U+12719	o0900206	4957	694	BULUG	U+12719	𒜙						
U+12720	o0900217	4958	706	DA~a	U+12720	𒜠						
U+12721	o0900222	4959	707	|DA~a.LIŠ|	U+12721	𒜡						
U+12722	o0900218	4960	708	DA~b	U+12722	𒜢						
U+12723	o0900219	4961	709	DA~c	U+12723	𒜣						
U+12724	o0900220	4962	710	DA~d	U+12724	𒜤						
U+12725	o0900224	4963	711	DAH	U+12725	𒜥						
U+12726	o0900225	4964	712	DAM	U+12726	𒜦						
U+12727	o0900226	4965	713	DANNA	U+12727	𒜧						
U+12728	o0900228	4966	716	DAR~a	U+12728	𒜨						
U+12729	o0900233	4967	717	|DAR~a×A|	U+12729	𒜩						
U+12730	o0900241	4968	729	|DARA₃~c×KAR₂~b|	U+12730	𒜰						
U+12731	o0900246	4969	730	|DARA₃~c×(KAR₂~c.ŠE~a)|	U+12731	𒜱						
U+12732	o0900238	4970	731	DARA₃~c~v1	U+12732	𒜲						
U+12733	o0900239	4971	732	DARA₃~d	U+12733	𒜳						
U+12734	o0900243	4972	737	|DARA₃~d×KAR₂~b|	U+12734	𒜴						
U+12735	o0900242	4973	739	|DARA₃~d1×KAR₂~b|	U+12735	𒜵						
U+12736	o0900244	4974	741	|DARA₃~d2×KAR₂~a1|	U+12736	𒜶						
U+12737	o0900247	4975	742	|DARA₃~d2×(KAR₂~a1.ŠE~a)|	U+12737	𒜷						
U+12738	o0900249	4976	744	DARA₄~a1	U+12738	𒜸						
U+12739	o0900250	4977	745	DARA₄~a2	U+12739	𒜹						
U+12740	o0900258	4978	753	DARA₄~c5	U+12740	𒝀						
U+12741	o0900260	4979	755	DI	U+12741	𒝁						
U+12742	o0900261	4980	756	DI@t	U+12742	𒝂						
U+12743	o0900262	4981	757	DIB	U+12743	𒝃						
U+12744	o0900263	4982	758	DIB~v1	U+12744	𒝄						
U+12745	o0900264	4983	759	DILMUN	U+12745	𒝅						
U+12746	o0900265	4984	760	DILMUN~v1	U+12746	𒝆						
U+12747	o0900266	4985	761	DILMUN~v2	U+12747	𒝇						
U+12748	o0900269	4986	763	DIM~a	U+12748	𒝈						
U+12749	o0900270	4987	764	DIM~b	U+12749	𒝉						
U+12750	o0900284	4988	780	DU₆~a	U+12750	𒝐						
U+12751	o0900285	4989	783	DU₆~a~v1	U+12751	𒝑						
U+12752	o0900290	4990	784	|DU₆~a~v1×1(N58)|	U+12752	𒝒						
U+12753	o0900287	4991	787	DU₆~b	U+12753	𒝓						
U+12754	o0900288	4992	788	DU₆~c	U+12754	𒝔						
U+12755	o0900291	4993	789	DU₇	U+12755	𒝕						
U+12756	o0900293	4994	796	DU₈~a	U+12756	𒝖						
U+12757	o0900294	4995	797	DU₈~b	U+12757	𒝗						
U+12758	o0900295	4996	798	DU₈~b~v1	U+12758	𒝘						
U+12759	o0900296	4997	799	DU₈~c	U+12759	𒝙						
U+12760	o0900313	4998	816	DUB~b	U+12760	𒝠						
U+12761	o0900314	4999	817	DUB~b~v1	U+12761	𒝡						
U+12762	o0900315	5000	818	DUB~b~v2	U+12762	𒝢						
U+12763	o0900316	5001	819	DUB~b~v3	U+12763	𒝣						
U+12764	o0900317	5002	820	DUB~b~v4	U+12764	𒝤						
U+12765	o0900318	5003	822	DUB~c	U+12765	𒝥						
U+12766	o0900319	5004	823	DUB~d	U+12766	𒝦						
U+12767	o0900320	5005	824	DUB~e	U+12767	𒝧						
U+12768	o0900321	5006	825	DUB~f	U+12768	𒝨						
U+12769	o0900324	5007	832	|(DUB@n~a×1(N58))~a|	U+12769	𒝩						
U+12770	o0900407	5008	902	|DUG~a×NAGA~a|	U+12770	𒝰						
U+12771	o0900447	5009	903	|DUG~a×U₂~a|	U+12771	𒝱						
U+12772	o0900448	5010	904	|DUG~a×U₂~b|	U+12772	𒝲						
U+12773	o0900394	5011	905	|DUG~a×1(N57)|	U+12773	𒝳						
U+12774	o0900478	5012	908	DUG~a@t	U+12774	𒝴						
U+12775	o0900332	5013	906	DUG~a~v1	U+12775	𒝵						
U+12776	o0900333	5014	907	DUG~a~v2	U+12776	𒝶						
U+12777	o0900334	5015	909	DUG~b	U+12777	𒝷						
U+12778	o0900342	5016	940	|DUG~b×ANŠE~b|	U+12778	𒝸						
U+12779	o0900343	5017	941	|DUG~b×ANŠE~d|	U+12779	𒝹						
U+12780	o0900359	5018	951	|DUG~b×GA~b|	U+12780	𒞀						
U+12781	o0900361	5019	954	|DUG~b×GEŠTU~a~v2|	U+12781	𒞁						
U+12782	o0900363	5020	955	|DUG~b×GEŠTU~b|	U+12782	𒞂						
U+12783	o0900365	5021	956	|DUG~b×GI₆|	U+12783	𒞃						
U+12784	o0900367	5022	957	|DUG~b×GIŠ|	U+12784	𒞄						
U+12785	o0900370	5023	958	|DUG~b×HI|	U+12785	𒞅						
U+12786	o0900376	5024	961	|DUG~b×KASKAL|	U+12786	𒞆						
U+12787	o0900379	5025	962	|DUG~b×KU₆~a|	U+12787	𒞇						
U+12788	o0900381	5026	963	|DUG~b×KUR~a|	U+12788	𒞈						
U+12789	o0900384	5027	964	|DUG~b×(KUR~a.X)|	U+12789	𒞉						
U+12790	o0900412	5028	972	|DUG~b×(NI~a@g.ZATU779)|	U+12790	𒞐						
U+12791	o0900414	5029	973	|DUG~b×SA~a|	U+12791	𒞑						
U+12792	o0900418	5030	975	|DUG~b×SI₄~a|	U+12792	𒞒						
U+12793	o0900420	5031	976	|DUG~b×(SI₄~a.X)|	U+12793	𒞓						
U+12794	o0900422	5032	977	|DUG~b×SIG₂~a1|	U+12794	𒞔						
U+12795	o0900423	5033	978	|DUG~b×SIG₂~a2|	U+12795	𒞕						
U+12796	o0900425	5034	979	|DUG~b×SIG₇|	U+12796	𒞖						
U+12797	o0900427	5035	980	|DUG~b×SUHUR|	U+12797	𒞗						
U+12798	o0900431	5036	982	|DUG~b×ŠAH₂~a|	U+12798	𒞘						
U+12799	o0900433	5037	983	|DUG~b×ŠE~a|	U+12799	𒞙						
U+12800	o0900587	5038	1160	|EZEN~a×X|	U+12800	𒠀						
U+12801	o0900551	5039	1163	EZEN~a~v1	U+12801	𒠁						
U+12802	o0900556	5040	1164	|EZEN~a~v1×EN~a|	U+12802	𒠂						
U+12803	o0900552	5041	1165	EZEN~b	U+12803	𒠃						
U+12804	o0900570	5042	1167	|EZEN~b×6(N57)|	U+12804	𒠄						
U+12805	o0900554	5043	1169	EZEN~c	U+12805	𒠅						
U+12806	o0900594	5044	1171	EZINU~a	U+12806	𒠆						
U+12807	o0900595	5045	1172	EZINU~b	U+12807	𒠇						
U+12808	o0900596	5046	1173	EZINU~c	U+12808	𒠈						
U+12809	o0900597	5047	1174	EZINU~d	U+12809	𒠉						
U+12810	o0900608	5048	1187	|GA~a~v4.ZATU753|~v1	U+12810	𒠐						
U+12811	o0900604	5049	1188	GA~b	U+12811	𒠑						
U+12812	o0900605	5050	1189	GA~c	U+12812	𒠒						
U+12813	o0900610	5051	1190	|GA~c×KASKAL|	U+12813	𒠓						
U+12814	o0900612	5052	1191	|GA~c×1(N14)|	U+12814	𒠔						
U+12815	o0900616	5053	1234	GA₂~a1	U+12815	𒠕						
U+12816	o0900623	5054	1239	|GA₂~a1×A|	U+12816	𒠖						
U+12817	o0900631	5055	1243	|GA₂~a1×EN~b~v1|	U+12817	𒠗						
U+12818	o0900634	5056	1245	|GA₂~a1×GEŠTU~c3|	U+12818	𒠘						
U+12819	o0900635	5057	1246	|GA₂~a1×GEŠTU~c5|	U+12819	𒠙						
U+12820	o0900654	5058	1254	|GA₂~a1×KU₃~a|	U+12820	𒠠						
U+12821	o0900657	5059	1255	|GA₂~a1×KU₆~a|	U+12821	𒠡						
U+12822	o0900660	5060	1256	|GA₂~a1×(KU₆~a.KU₆~a)|	U+12822	𒠢						
U+12823	o0900662	5061	1257	|GA₂~a1×LAGAB~b|	U+12823	𒠣						
U+12824	o0900664	5062	1258	|GA₂~a1×MAŠ|	U+12824	𒠤						
U+12825	o0900675	5063	1259	|GA₂~a1×NAGA~a|	U+12825	𒠥						
U+12826	o0900680	5064	1260	|GA₂~a1×NIM~b1|	U+12826	𒠦						
U+12827	o0900685	5065	1261	|GA₂~a1×PAD~b|	U+12827	𒠧						
U+12828	o0900687	5066	1262	|GA₂~a1×PAP~a|	U+12828	𒠨						
U+12829	o0900689	5067	1263	|GA₂~a1×SU~a|	U+12829	𒠩						
U+12830	o0900705	5068	1272	|GA₂~a1×TI|	U+12830	𒠰						
U+12831	o0900707	5069	1273	|GA₂~a1×U₄|	U+12831	𒠱						
U+12832	o0900709	5070	1274	|GA₂~a1×X|	U+12832	𒠲						
U+12833	o0900666	5071	1276	|GA₂~a1×1(N14)|	U+12833	𒠳						
U+12834	o0900668	5072	1277	|GA₂~a1×1(N57)|	U+12834	𒠴						
U+12835	o0900670	5073	1278	|GA₂~a1×3(N57)|	U+12835	𒠵						
U+12836	o0900617	5074	1279	GA₂~a2	U+12836	𒠶						
U+12837	o0900644	5075	1280	|GA₂~a2×GU₄|	U+12837	𒠷						
U+12838	o0900677	5076	1282	|GA₂~a2×NI~a|	U+12838	𒠸						
U+12839	o0900678	5077	1283	|GA₂~a2×NI~b|	U+12839	𒠹						
U+12840	o0900619	5078	1293	GA₂~a4	U+12840	𒡀						
U+12841	o0900620	5079	1294	GA₂~b	U+12841	𒡁						
U+12842	o0900625	5080	1296	|GA₂~b×DUB~a|	U+12842	𒡂						
U+12843	o0900626	5081	1298	|GA₂~b×DUB~b~v2|	U+12843	𒡃						
U+12844	o0900655	5082	1299	|GA₂~b×KU₃~a|	U+12844	𒡄						
U+12845	o0900715	5083	1303	|GA₂~b×ZATU659|	U+12845	𒡅						
U+12846	o0900621	5084	1306	GA₂~c	U+12846	𒡆						
U+12847	o0900719	5085	1308	GAʾAR~a1	U+12847	𒡇						
U+12848	o0900720	5086	1309	GAʾAR~a2	U+12848	𒡈						
U+12849	o0900721	5087	1310	GAʾAR~b1	U+12849	𒡉						
U+12850	o0900732	5088	1322	GALGA~a	U+12850	𒡐						
U+12851	o0900733	5089	1323	GALGA~b	U+12851	𒡑						
U+12852	o0900736	5090	1339	GAN~a	U+12852	𒡒						
U+12853	o0900737	5091	1340	GAN~a~v1	U+12853	𒡓						
U+12854	o0900738	5092	1341	GAN~b	U+12854	𒡔						
U+12855	o0900739	5093	1342	GAN~b~v1	U+12855	𒡕						
U+12856	o0900740	5094	1343	GAN~b~v2	U+12856	𒡖						
U+12857	o0900741	5095	1344	GAN~b~v3	U+12857	𒡗						
U+12858	o0900742	5096	1345	GAN~c	U+12858	𒡘						
U+12859	o0900747	5097	1346	|GAN~c×DIN|	U+12859	𒡙						
U+12860	o0900743	5098	1361	GAN~c~v1	U+12860	𒡠						
U+12861	o0900757	5099	1362	|GAN~c~v1×KAŠ~c|	U+12861	𒡡						
U+12862	o0900759	5100	1363	|GAN~c~v1×(KUR~a.A)|	U+12862	𒡢						
U+12863	o0900775	5101	1364	|GAN~c~v1×ZATU777~v1|	U+12863	𒡣						
U+12864	o0900769	5102	1366	|GAN~c~v2×ŠE~a|	U+12864	𒡤						
U+12865	o0900771	5103	1367	|GAN~c~v2×ŠE₃@t~v1|	U+12865	𒡥						
U+12866	o0900749	5104	1370	|GAN~d×GEŠTU~a~v2|	U+12866	𒡦						
U+12867	o0900778	5105	1372	GAN₂	U+12867	𒡧						
U+12868	o0900779	5106	1373	GAR	U+12868	𒡨						
U+12869	o0900781	5107	1375	GAR@g~a	U+12869	𒡩						
U+12870	o0900790	5108	1385	GEŠTIN~a	U+12870	𒡰						
U+12871	o0900797	5109	1389	GEŠTU~a	U+12871	𒡱						
U+12872	o0900798	5110	1391	GEŠTU~a~v1	U+12872	𒡲						
U+12873	o0900799	5111	1392	GEŠTU~a~v2	U+12873	𒡳						
U+12874	o0900800	5112	1393	GEŠTU~b	U+12874	𒡴						
U+12875	o0900801	5113	1395	GEŠTU~c3	U+12875	𒡵						
U+12876	o0900802	5114	1396	GEŠTU~c3~v1	U+12876	𒡶						
U+12877	o0900803	5115	1397	GEŠTU~c5	U+12877	𒡷						
U+12878	o0900806	5116	1398	GI	U+12878	𒡸						
U+12879	o0900812	5117	1403	|GI×KU~b1|	U+12879	𒡹						
U+12880	o0900823	5118	1416	|(GI&GI)×GIŠ@t|	U+12880	𒢀						
U+12881	o0900824	5119	1418	|(GI&GI)×ŠE₃~v1|	U+12881	𒢁						
U+12882	o0900825	5120	1419	|(GI&GI)×X|	U+12882	𒢂						
U+12883	o0900827	5121	1426	GI@t	U+12883	𒢃						
U+12884	o0900807	5122	1421	GI~v1	U+12884	𒢄						
U+12885	o0900810	5123	1422	|GI~v1×GIŠ@t|	U+12885	𒢅						
U+12886	o0900814	5124	1423	|GI~v1×LAGAB~a|	U+12886	𒢆						
U+12887	o0900815	5125	1424	|GI~v1×1(N14)|	U+12887	𒢇						
U+12888	o0900826	5126	1425	|GI~v1&GI~v1&GI~v1|	U+12888	𒢈						
U+12889	o0900829	5127	1430	GI₄~a	U+12889	𒢉						
U+12890	o0900839	5128	1438	GIBIL	U+12890	𒢐						
U+12891	o0900840	5129	1439	GIBIL@t	U+12891	𒢑						
U+12892	o0900841	5130	1440	GIBIL₆	U+12892	𒢒						
U+12893	o0900845	5131	1444	GIR~a	U+12893	𒢓						
U+12894	o0900853	5132	1445	|GIR~a.KU₆~a|	U+12894	𒢔						
U+12895	o0900846	5133	1446	GIR~b	U+12895	𒢕						
U+12896	o0900847	5134	1448	GIR~b~v1	U+12896	𒢖						
U+12897	o0900851	5135	1449	|GIR~b~v1.GIR~b~v1|	U+12897	𒢗						
U+12898	o0900848	5136	1450	GIR~c	U+12898	𒢘						
U+12899	o0900849	5137	1451	GIR~d	U+12899	𒢙						
U+12900	o0901005	5138	1621	IN~b	U+12900	𒤀						
U+12901	o0901006	5139	1622	IN~b~v1	U+12901	𒤁						
U+12902	o0901007	5140	1623	IN~d	U+12902	𒤂						
U+12903	o0901009	5141	1626	IR~a	U+12903	𒤃						
U+12904	o0901014	5142	1627	|IR~a.GA₂~a1|	U+12904	𒤄						
U+12905	o0901010	5143	1628	IR~b	U+12905	𒤅						
U+12906	o0901011	5144	1629	IR~c	U+12906	𒤆						
U+12907	o0901012	5145	1630	IR~d	U+12907	𒤇						
U+12908	o0901016	5146	1632	IR₁₁	U+12908	𒤈						
U+12909	o0901017	5147	1633	IR₁₁~v1	U+12909	𒤉						
U+12910	o0901025	5148	1641	IŠ~b~v3	U+12910	𒤐						
U+12911	o0901026	5149	1642	IŠ~b~v4	U+12911	𒤑						
U+12912	o0901027	5150	1643	IŠ~b~v5	U+12912	𒤒						
U+12913	o0901028	5151	1644	IŠ~c	U+12913	𒤓						
U+12914	o0901030	5152	1648	KA~a	U+12914	𒤔						
U+12915	o0901036	5153	1652	|KA~a×SAR~a|	U+12915	𒤕						
U+12916	o0901033	5154	1654	|KA~a~v1.ŠE~a|	U+12916	𒤖						
U+12917	o0901032	5155	1656	|KA~a~v2.ŠE~a@t|	U+12917	𒤗						
U+12918	o0901038	5156	1660	KA₂~a	U+12918	𒤘						
U+12919	o0901039	5157	1661	KA₂~b	U+12919	𒤙						
U+12920	o0901049	5158	1670	KAD₄~c1	U+12920	𒤠						
U+12921	o0901050	5159	1671	KAD₄~c2	U+12921	𒤡						
U+12922	o0901052	5160	1674	KAK~a	U+12922	𒤢						
U+12923	o0901055	5161	1675	|KAK~a.GA₂~a1|	U+12923	𒤣						
U+12924	o0901053	5162	1676	KAK~b	U+12924	𒤤						
U+12925	o0901057	5163	1678	KAL~a	U+12925	𒤥						
U+12926	o0901058	5164	1679	KAL~b1	U+12926	𒤦						
U+12927	o0901059	5165	1680	KAL~b1~v1	U+12927	𒤧						
U+12928	o0901060	5166	1681	KAL~b2	U+12928	𒤨						
U+12929	o0901062	5167	1683	KALAM~a	U+12929	𒤩						
U+12930	o0901073	5168	1694	KAR₂~a	U+12930	𒤰						
U+12931	o0901074	5169	1696	KAR₂~b	U+12931	𒤱						
U+12932	o0901075	5170	1698	KASKAL	U+12932	𒤲						
U+12933	o0901076	5171	1699	KASKAL@g	U+12933	𒤳						
U+12934	o0901078	5172	1702	KAŠ~a	U+12934	𒤴						
U+12935	o0901079	5173	1703	KAŠ~a~v1	U+12935	𒤵						
U+12936	o0901080	5174	1704	KAŠ~b	U+12936	𒤶						
U+12937	o0901088	5175	1708	KAŠ~b@t	U+12937	𒤷						
U+12938	o0901081	5176	1706	KAŠ~b~v1	U+12938	𒤸						
U+12939	o0901086	5177	1707	|KAŠ~b~v1×ŠE~a@t~v1|	U+12939	𒤹						
U+12940	o0901095	5178	1720	KIB@g	U+12940	𒥀						
U+12941	o0901097	5179	1722	KID~a	U+12941	𒥁						
U+12942	o0901098	5180	1723	KID~b	U+12942	𒥂						
U+12943	o0901099	5181	1724	KID~c	U+12943	𒥃						
U+12944	o0901100	5182	1725	KID~d	U+12944	𒥄						
U+12945	o0901101	5183	1726	KID~e	U+12945	𒥅						
U+12946	o0901102	5184	1727	KIN	U+12946	𒥆						
U+12947	o0901104	5185	1729	KIN₂~a	U+12947	𒥇						
U+12948	o0901106	5186	1731	KIN₂~c	U+12948	𒥈						
U+12949	o0901107	5187	1732	KIN₂~d	U+12949	𒥉						
U+12950	o0901115	5188	1740	KISAL~b1	U+12950	𒥐						
U+12951	o0901116	5189	1741	KISAL~b2	U+12951	𒥑						
U+12952	o0901120	5190	1742	KISAL~b2@t	U+12952	𒥒						
U+12953	o0901117	5191	1743	KISAL~b3	U+12953	𒥓						
U+12954	o0901122	5192	1747	KISIM~a	U+12954	𒥔						
U+12955	o0901123	5193	1748	KISIM~b	U+12955	𒥕						
U+12956	o0901124	5194	1749	KISIM~b~v1	U+12956	𒥖						
U+12957	o0901125	5195	1750	KISIM~b~v2	U+12957	𒥗						
U+12958	o0901126	5196	1751	KISIM~b~v3	U+12958	𒥘						
U+12959	o0901127	5197	1752	KISIM~c	U+12959	𒥙						
U+12960	o0901136	5198	1761	KU~a	U+12960	𒥠						
U+12961	o0901137	5199	1762	KU~b1	U+12961	𒥡						
U+12962	o0901138	5200	1763	KU~b2	U+12962	𒥢						
U+12963	o0901142	5201	1765	KU₃~a	U+12963	𒥣						
U+12964	o0901143	5202	1766	KU₃~c	U+12964	𒥤						
U+12965	o0901145	5203	1771	KU₆~a	U+12965	𒥥						
U+12966	o0901149	5204	1772	|KU₆~a.1(N02)|	U+12966	𒥦						
U+12967	o0901151	5205	1773	|KU₆~a+GIŠ|	U+12967	𒥧						
U+12968	o0901153	5206	1774	|KU₆~a+KU₆~a|	U+12968	𒥨						
U+12969	o0901155	5207	1775	KU₆~a@s	U+12969	𒥩						
U+12970	o0901165	5208	1786	|KUR~b.E₂~a|	U+12970	𒥰						
U+12971	o0901160	5209	1787	KUR~c	U+12971	𒥱						
U+12972	o0901161	5210	1788	KUR~c~v1	U+12972	𒥲						
U+12973	o0901162	5211	1789	KUR~d	U+12973	𒥳						
U+12974	o0901169	5212	1792	KUR@g~a	U+12974	𒥴						
U+12975	o0901170	5213	1793	KUR@g~b	U+12975	𒥵						
U+12976	o0901172	5214	1795	KUŠU₂~a	U+12976	𒥶						
U+12977	o0901173	5215	1797	KUŠU₂~b	U+12977	𒥷						
U+12978	o0901174	5216	1798	KUŠU₂~c	U+12978	𒥸						
U+12979	o0901175	5217	1799	KUŠU₂~d	U+12979	𒥹						
U+12980	o0901186	5218	1843	LAGAB~a	U+12980	𒦀						
U+12981	o0901191	5219	1846	|LAGAB~a×BA|	U+12981	𒦁						
U+12982	o0901195	5220	1847	|LAGAB~a×BIR₃~b|	U+12982	𒦂						
U+12983	o0901197	5221	1848	|LAGAB~a×DU₆~a~v1|	U+12983	𒦃						
U+12984	o0901205	5222	1850	|LAGAB~a×KAK~a|	U+12984	𒦄						
U+12985	o0901207	5223	1851	|LAGAB~a×KU₆~a|	U+12985	𒦅						
U+12986	o0901209	5224	1852	|LAGAB~a×(KU₆~a+KU₆~a)|	U+12986	𒦆						
U+12987	o0901213	5225	1853	|LAGAB~a×KUŠU₂~a@t|	U+12987	𒦇						
U+12988	o0901217	5226	1856	|LAGAB~a×LAGAB~a|	U+12988	𒦈						
U+12989	o0901219	5227	1857	|LAGAB~a×ME~a|	U+12989	𒦉						
U+12990	o0901245	5228	1867	|LAGAB~a×ŠITA~a1|	U+12990	𒦐						
U+12991	o0901248	5229	1868	|LAGAB~a×TI|	U+12991	𒦑						
U+12992	o0901250	5230	1869	|LAGAB~a×U₄|	U+12992	𒦒						
U+12993	o0901253	5231	1870	|LAGAB~a×UB|	U+12993	𒦓						
U+12994	o0901255	5232	1871	|LAGAB~a×X|	U+12994	𒦔						
U+12995	o0901258	5233	1872	|LAGAB~a×ZATU753|	U+12995	𒦕						
U+12996	o0901223	5234	1873	|LAGAB~a×2(N14)|	U+12996	𒦖						
U+12997	o0901187	5235	1875	LAGAB~b	U+12997	𒦗						
U+12998	o0901193	5236	1878	|LAGAB~b×BANŠUR~a|	U+12998	𒦘						
U+12999	o0901199	5237	1879	|LAGAB~b×GAʾAR~a1|	U+12999	𒦙						
U+F00A0	o0903500	5238	9540	5(N21)~v	U+F00A0	󰂠						
U+F00A1		5239	0								
U+F00A2		5240	0								
U+F00A3		5241	0								
U+F00A4		5242	0								
U+F00A5	o0903505	5243	9650	2(N34)~v	U+F00A5	󰂥						
U+F00A6	o0903506	5244	9652	3(N34)~v	U+F00A6	󰂦						
U+F00A7	o0903507	5245	9655	5(N34)~v	U+F00A7	󰂧						
U+F00A8	o0903508	5246	9657	6(N34)~v	U+F00A8	󰂨						
U+F00A9	o0903509	5247	9659	7(N34)~v	U+F00A9	󰂩						
U+F00AA	o0903510	5248	9661	8(N34)~v	U+F00AA	󰂪						
U+F00AB	o0903511	5249	9663	9(N34)~v	U+F00AB	󰂫						
U+F00AC	o0903512	5250	9670	5(N34@f)~v	U+F00AC	󰂬						
U+F00AD	o0903513	5251	9672	6(N34@f)~v	U+F00AD	󰂭						
U+F00AE	o0903514	5252	9674	7(N34@f)~v	U+F00AE	󰂮						
U+F00AF	o0903515	5253	9676	8(N34@f)~v	U+F00AF	󰂯						
U+F00B0	o0903516	5254	9678	9(N34@f)~v	U+F00B0	󰂰						
U+F00B1	o0903517	5255	9684	2(N35)~v	U+F00B1	󰂱						
U+F00B2	o0903518	5256	9688	5(N35)~v	U+F00B2	󰂲						
U+F00B3	o0903519	5257	9692	2(N36)~v	U+F00B3	󰂳						
U+F00B4	o0903520	5258	9694	3(N36)~v	U+F00B4	󰂴						
U+F00B5	o0903521	5259	9697	5(N36)~v	U+F00B5	󰂵						
U+F00B6	o0903522	5260	9699	6(N36)~v	U+F00B6	󰂶						
U+F00B7	o0903523	5261	9701	7(N36)~v	U+F00B7	󰂷						
U+F00B8	o0903524	5262	9703	8(N36)~v	U+F00B8	󰂸						
U+F00B9	o0903525	5263	9705	9(N36)~v	U+F00B9	󰂹						
U+F00BA	o0903526	5264	9711	2(N37)~v	U+F00BA	󰂺						
U+F00BB	o0903527	5265	9786	2(N45)~v	U+F00BB	󰂻						
U+F00BC	o0903528	5266	9790	5(N45)~v	U+F00BC	󰂼						
U+F00BD	o0903529	5267	9792	6(N45)~v	U+F00BD	󰂽						
U+F00BE	o0903530	5268	9794	7(N45)~v	U+F00BE	󰂾						
U+F00BF	o0903531	5269	9797	9(N45)~v	U+F00BF	󰂿						
U+F00C0	o0903532	5270	9817	2(N46)~v	U+F00C0	󰃀						
U+F00C1	o0903533	5271	9825	2(N47)~v	U+F00C1	󰃁						
U+F00C2	o0903534	5272	9830	2(N48)~v	U+F00C2	󰃂						
U+F00C3	o0903535	5273	9832	3(N48)~v	U+F00C3	󰃃						
U+F00C4	o0903536	5274	9835	5(N48)~v	U+F00C4	󰃄						
U+F00C5	o0903537	5275	9841	2(N49)~v	U+F00C5	󰃅						
U+F00C6	o0903538	5276	9843	3(N49)~v	U+F00C6	󰃆						
U+F00C7	o0903539	5277	9849	2(N50)~v	U+F00C7	󰃇						
U+F00C8	o0903540	5278	9853	5(N50)~v	U+F00C8	󰃈						
U+F00C9	o0903541	5279	9857	2(N51)~v	U+F00C9	󰃉						
U+F00CA	o0903542	5280	9861	5(N51)~v	U+F00CA	󰃊						
U+F00CB	o0903543	5281	9863	6(N51)~v	U+F00CB	󰃋						
U+F00CC	o0903544	5282	9865	7(N51)~v	U+F00CC	󰃌						
U+F00CD	o0903545	5283	9867	8(N51)~v	U+F00CD	󰃍						
U+F00CE	o0903546	5284	9872	2(N51@f)~v	U+F00CE	󰃎						
U+F00CF	o0903547	5285	9876	5(N51@f)~v	U+F00CF	󰃏						
U+F00D0	o0903548	5286	9878	6(N51@f)~v	U+F00D0	󰃐						
U+F00D1	o0903549	5287	9880	7(N51@f)~v	U+F00D1	󰃑						
U+F00D2	o0903550	5288	9882	8(N51@f)~v	U+F00D2	󰃒						
U+F00D3	o0903551	5289	9884	9(N51@f)~v	U+F00D3	󰃓						
U+F00D4	o0903552	5290	9888	2(N52)~v	U+F00D4	󰃔						
U+F00D5	o0903553	5291	9892	5(N52)~v	U+F00D5	󰃕						
U+F00D6	o0903554	5292	9902	2(N54)~v	U+F00D6	󰃖						
U+F00D7	o0903555	5293	9906	5(N54)~v	U+F00D7	󰃗						
U+F00D8	o0903556	5294	9912	2(N56)~v	U+F00D8	󰃘						
U+F00D9	o0903269	5295	9921	6(N57)~v1	U+F00D9	󰃙						
U+F00DA	o0902868	5296	9290	10(N01)	U+F00DA	󰃚						
U+F00DB	o0902941	5297	9441	10(N14)	U+F00DB	󰃛						
