785	𒣯	LAL3~a	LAL3-A			LAL₃~a		
786	𒣰	LAL3~b	LAL3-B			LAL₃~b		
787	𒣱	LAL3~c	LAL3-C	remove		LAL₃~c		
788	𒣲	LAM~a	LAM-A			LAM~a		
789	𒣳	LAM~b	LAM-B			LAM~b		
789.1	𒣴	LAM~b	LAM-B VARIANT 1			LAM~b~v1		
789.2	𒣵	LAM~b	LAM-B VARIANT 2			LAM~b~v2		
790	𒣶	LAM~b@t	LAM-B TENU			LAM~b@t		
791	𒣷	LAM~b@s	LAM-B SHESSHIG			LAM~b@s		
792	𒣸	LAM~b@r	LAM-B REVERSED			LAM~b@r		
793	𒣹	LAM~c	LAM-C	remove		LAM~c		
794	𒣺	LI	LI			LI		
794.1	𒣻	LI	LI VARIANT 1			LI~v1		
795	𒣼	LISZ	LISH			LIŠ		
796	𒣽	LU2	LU2			LU₂		
796.1	𒣾	LU2	LU2 VARIANT 1			LU₂~v1		
796.2	𒣿	LU2	LU2 VARIANT 2			LU₂~v2		
797	𒤀	LU2@t	LU2 TENU	remove		LU₂@t		
798	𒤁	LUGAL	LUGAL			LUGAL		
798.1	𒤂	LUGAL	LUGAL VARIANT 1			LUGAL~v1		
799	𒤃	LUM	LUM			LUM		
800	𒤄	MA	MA			MA		
800.1	𒤅	MA	MA VARIANT 1			MA~v1		
801	𒤆	MA2	MA2			MA₂		
802	𒤇	MAGUR~a	MAGUR-A			MAGUR~a		
803	𒤈	MAGUR~b	MAGUR-B			MAGUR~b		
804	𒤉	MAH~a	MAH-A			MAH~a		
805	𒤊	MAH~b	MAH-B			MAH~b		
806	𒤋	MAR~a	MAR-A			MAR~a		
806.1	𒤌	MAR~a	MAR-A VARIANT 1			MAR~a~v1		
807	𒤍	MAR~a@t	MAR-A TENU			MAR~a@t		
808	𒤎	MAR~b	MAR-B			MAR~b		
809	𒤏	MASZ	MASH			MAŠ		
810	𒤐	MASZ2	MASH2			MAŠ₂		
811	𒤑	MASZ2@g	MASH2 GUNU			MAŠ₂@g		
812	𒤒	ME~a	ME-A			ME~a		
813	𒤓	ME~b	ME-B			ME~b		
814	𒤔	ME3	ME3			ME₃		
815	𒤕	MEN~a	MEN-A			MEN~a		
815.1	𒤖	MEN~a	MEN-A VARIANT 1			MEN~a~v1		
816	𒤗	MEN~b	MEN-B			MEN~b		
817	𒤘	MES	MES			MES		
817.1	𒤙	MES	MES VARIANT 1			MES~v1		
818	𒤚	MIR~a	MIR-A			MIR~a		
819	𒤛	MIR~b	MIR-B			MIR~b		
820	𒤜	MU	MU			MU		
821	𒤝	MUD	MUD			MUD		
821.1	𒤞	MUD	MUD VARIANT 1			MUD~v1		
822	𒤟	MUD3~a	MUD3-A			MUD₃~a		
823	𒤠	MUD3~a@g	MUD3-A GUNU			MUD₃~a@g		
824	𒤡	MUD3~b	MUD3-B			MUD₃~b		
825	𒤢	MUD3~c	MUD3-C			MUD₃~c		
826	𒤣	MUD3~d	MUD3-D			MUD₃~d		
827	𒤤	MUL	MUL			MUL		
828	𒤥	MUN~a1	MUN-A1			MUN~a1		
829	𒤦	MUN~a2	MUN-A2			MUN~a2		
830	𒤧	MUN~a3	MUN-A3			MUN~a3		
831	𒤨	MUN~a4	MUN-A4			MUN~a4		
832	𒤩	MUN~b	MUN-B			MUN~b		
833	𒤪	MUNSZUB~a	MUNSHUB-A			MUNŠUB~a		
834	𒤫	MUNSZUB~b	MUNSHUB-B			MUNŠUB~b		
835	𒤬	MUNU3	MUNU3			MUNU₃		
836	𒤭	MURUB2	MURUB2			MURUB₂		
837	𒤮	MUSZ	MUSH			MUŠ		
838	𒤯	MUSZ3~a	MUSH3-A			MUŠ₃~a		
838.1	𒤰	MUSZ3~a	MUSH3-A VARIANT 1			MUŠ₃~a~v1		
838.2	𒤱	MUSZ3~a	MUSH3-A VARIANT 2			MUŠ₃~a~v2		
839	𒤲	MUSZ3~a@g	MUSH3-A GUNU			MUŠ₃~a@g		
839.1	𒤳	MUSZ3~a@g	MUSH3-A GUNU VARIANT 1			MUŠ₃~a@g~v1		
840	𒤴	MUSZ3~b	MUSH3-B			MUŠ₃~b		
841	𒤵	MUSZEN	MUSHEN			MUŠEN		
842	𒤶	NA~a	NA-A			NA~a		
843	𒤷	NA~b	NA-B			NA~b		
844	𒤸	NA~c	NA-C			NA~c		
845	𒤹	NA~d	NA-D			NA~d		
846	𒤺	NA2~a	NA2-A			NA₂~a		
846.1	𒤻	NA2~a	NA2-A VARIANT 1			NA₂~a~v1		
847	𒤼	NA2~b1	NA2-B1			NA₂~b1		
848	𒤽	NA2~b2	NA2-B2			NA₂~b2		
849	𒤾	NAB	NAB			NAB		
849.1	𒤿	NAB	NAB VARIANT 1			NAB~v1		
849.2	𒥀	NAB	NAB VARIANT 2			NAB~v2		
850	𒥁	NAGA~a	NAGA-A			NAGA~a		
851	𒥂	NAGA~b	NAGA-B			NAGA~b		
852	𒥃	NAGAR~a	NAGAR-A			NAGAR~a		
852.1	𒥄	NAGAR~a	NAGAR-A VARIANT 1			NAGAR~a~v1		
852.2	𒥅	NAGAR~a	NAGAR-A VARIANT 2			NAGAR~a~v2		
852.3	𒥆	NAGAR~a	NAGAR-A VARIANT 3			NAGAR~a~v3		
853	𒥇	NAGAR~b	NAGAR-B			NAGAR~b		
853.1	𒥈	NAGAR~b	NAGAR-B VARIANT 1			NAGAR~b~v1		
854	𒥉	NAM~a	NAM-A			NAM~a		
855	𒥊	NAM~b	NAM-B			NAM~b		
856	𒥋	NAM~c	NAM-C			NAM~c		
857	𒥌	NAM~d	NAM-D			NAM~d		
858	𒥍	NAM2	NAM2			NAM₂		
859	𒥎	NAM2@t	NAM2 TENU			NAM₂@t		
860	𒥏	NAM2@g	NAM2 GUNU			NAM₂@g		
861	𒥐	NAMESZDA	NAMESHDA			NAMEŠDA		
861.1	𒥑	NAMESZDA	NAMESHDA VARIANT 1			NAMEŠDA~v1		
862	𒥒	NANNA~a	NANNA-A			NANNA~a		
862.1	𒥓	NANNA~a	NANNA-A VARIANT 1			NANNA~a~v1		
863	𒥔	NANNA~b	NANNA-B			NANNA~b		
864	𒥕	NANSZE~a	NANSHE-A			NANŠE~a		
865	𒥖	NANSZE~b	NANSHE-B			NANŠE~b		
866	𒥗	NAR	NAR			NAR		
867	𒥘	NE~a	NE-A			NE~a		
867.1	𒥙	NE~a	NE-A VARIANT 1			NE~a~v1		
867.2	𒥚	NE~a	NE-A VARIANT 2			NE~a~v2		
868	𒥛	NE~b	NE-B			NE~b		
869	𒥜	NE~c	NE-C			NE~c		
870	𒥝	NE~d	NE-D			NE~d		
871	𒥞	NERGAL~x	NERGAL-X	rename		NERGAL~v	PROTO-CUNEIFORM SIGN NERGAL-V	
872	𒥟	NESAG2~a	NESAG2-A			NESAG₂~a		
872.1	𒥠	NESAG2~a	NESAG2-A VARIANT 1	remove		NESAG₂~a1		
873	𒥡	NESAG2~b	NESAG2-B			NESAG₂~b		
873.1	𒥢	NESAG2~b	NESAG2-B VARIANT 1			NESAG₂~b~v1		
874	𒥣	NESAG2~b@t	NESAG2-B TENU			NESAG₂~b@t		
875	𒥤	NI~a	NI-A			NI~a		
876	𒥥	NI~a@g	NI-A GUNU			NI~a@g		
877	𒥦	NI~b	NI-B			NI~b		
878	𒥧	NI2	NI2			NI₂		
879	𒥨	NIGIN	NIGIN			NIGIN		
880	𒥩	NIM~a	NIM-A			NIM~a		
881	𒥪	NIM~b1	NIM-B1			NIM~b1		
882	𒥫	NIM~b2	NIM-B2			NIM~b2		
883	𒥬	NIM~b3	NIM-B3			NIM~b3		
884	𒥭	NIMGIR	NIMGIR			NIMGIR		
884.1	𒥮	NIMGIR	NIMGIR VARIANT 1			NIMGIR~v1		
885	𒥯	NIN	NIN			NIN		
886	𒥰	NINDA2	NINDA2			NINDA₂		
886.1	𒥱	NINDA2	NINDA2 VARIANT 1			NINDA₂~v1		
887	𒥲	NINKUM	NINKUM			NINKUM		
888	𒥳	NINLIL	NINLIL			NINLIL		
889	𒥴	NIR~a	NIR-A			NIR~a		
890	𒥵	NIR~b	NIR-B			NIR~b		
891	𒥶	NU	NU			NU		
892	𒥷	NU@g	NU GUNU			NU@g		
893	𒥸	NU11	NU11			NU₁₁		
894	𒥹	NU11@t	NU11 TENU			NU₁₁@t		
895	𒥺	NUMUN	NUMUN			NUMUN		
896	𒥻	NUMUN2	NUMUN2			NUMUN₂		
897	𒥼	NUN~a	NUN-A			NUN~a		
898	𒥽	NUN~b	NUN-B			NUN~b		
899	𒥾	NUN~c	NUN-C			NUN~c		
899.1	𒥿	NUN~c	NUN-C VARIANT 1			NUN~c~v1		
899.2	𒦀	NUN~c	NUN-C VARIANT 2			NUN~c~v2		
899.3	𒦁	NUN~c	NUN-C VARIANT 3			NUN~c~v3		
900	𒦂	NUN~d	NUN-D			NUN~d		
901	𒦃	NUNUZ~a0	NUNUZ-A0			NUNUZ~a0		
902	𒦄	NUNUZ~a1	NUNUZ-A1			NUNUZ~a1		
903	𒦅	NUNUZ~a1@t	NUNUZ-A1 TENU			NUNUZ~a1@t		
904	𒦆	NUNUZ~a2	NUNUZ-A2			NUNUZ~a2		
905	𒦇	NUNUZ~b1	NUNUZ-B1			NUNUZ~b1		
906	𒦈	NUNUZ~b2	NUNUZ-B2			NUNUZ~b2		
907	𒦉	NUNUZ~c	NUNUZ-C			NUNUZ~c		
907.1	𒦊	NUNUZ~c	NUNUZ-C VARIANT 1			NUNUZ~c~v1		
907.2	𒦋	NUNUZ~c	NUNUZ-C VARIANT 2			NUNUZ~c~v2		
907.3	𒦌	NUNUZ~c	NUNUZ-C VARIANT 3			NUNUZ~c~v3		
908	𒦍	PA~a	PA-A			PA~a		
908.1	𒦎	PA~a	PA-A VARIANT 1			PA~a~v1		
908.2	𒦏	PA~a	PA-A VARIANT 2			PA~a~v2		
909	𒦐	PA~b	PA-B			PA~b		
910	𒦑	PA3	PA3	remove		PA₃		
911	𒦒	PAD~a	PAD-A			PAD~a		
912	𒦓	PAD~b	PAD-B			PAD~b		
913	𒦔	PAP~a	PAP-A			PAP~a		
914	𒦕	PAP~a@t	PAP-A TENU			PAP~a@t		
915	𒦖	PAP~b	PAP-B			PAP~b		
915.1	𒦗	PAP~b	PAP-B VARIANT 1			PAP~b~v1		
916	𒦘	PIRIG~a1	PIRIG-A1			PIRIG~a1		
917	𒦙	PIRIG~a2	PIRIG-A2			PIRIG~a2		
918	𒦚	PIRIG~a3	PIRIG-A3			PIRIG~a3		
919	𒦛	PIRIG~b1	PIRIG-B1			PIRIG~b1		
920	𒦜	PIRIG~b2	PIRIG-B2			PIRIG~b2		
921	𒦝	PU2	PU2			PU₂		
922	𒦞	RA	RA			RA		
923	𒦟	RAD~a	RAD-A	newglyph	NEW GLYPH=󿿽	RAD~a		FFFFD
924	𒦠	RAD~a@t	RAD-A TENU			RAD~a@t		
925	𒦡	RAD~a@g	RAD-A GUNU			RAD~a@g		
926	𒦢	RAD~b	RAD-B			RAD~b		
927	𒦣	RI	RI	remove		RI		
928	𒦤	RI~x	RI-X	delete	# Duplicates 930 RI₈~b 𒦤	RI~x		
929	𒦥	RI8~a	RI8-A			RI₈~a		
930	𒦦	RI8~b	RI8-B			RI₈~b		
931	𒦧	RU	RU			RU		
931.1	𒦨	RU	RU VARIANT 1			RU~v1		
932	𒦩	RU@t	RU TENU			RU@t		
933	𒦪	SA~a	SA-A			SA~a		
934	𒦫	SA~c	SA-C			SA~c		
934.1	𒦬	SA~c	SA-C VARIANT 1			SA~c~v1		
935	𒦭	SAG	SAG			SAG		
935.1	𒦮	SAG	SAG VARIANT 1			SAG~v1		
935.2	𒦯	SAG	SAG VARIANT 2			SAG~v2		
936	𒦰	SAG@g	SAG GUNU			SAG@g		
937	𒦱	SAG@n	SAG NUTILLU			SAG@n		
938	𒦲	SAGSZU	SAGSHU			SAGŠU		
939	𒦳	SAL	SAL			SAL		
940	𒦴	SANGA~a	SANGA-A			SANGA~a		
940.1	𒦵	SANGA~a	SANGA-A VARIANT 1			SANGA~a~v1		
940.2	𒦶	SANGA~a	SANGA-A VARIANT 2			SANGA~a~v2		
941	𒦷	SANGA~b	SANGA-B			SANGA~b		
941.1	𒦸	SANGA~b	SANGA-B VARIANT 1			SANGA~b~v1		
942	𒦹	SANGA~c	SANGA-C			SANGA~c		
943	𒦺	SAR~a	SAR-A			SAR~a		
944	𒦻	SAR~b	SAR-B			SAR~b		
945	𒦼	SAR~c	SAR-C			SAR~c		
946	𒦽	SZA	SHA			ŠA		
946.1	𒦾	SZA	SHA VARIANT 1			ŠA~v1		
946.2	𒦿	SZA	SHA VARIANT 2			ŠA~v2		
947	𒧀	SZA@g	SHA GUNU			ŠA@g		
948	𒧁	SZA3~a1	SHA3-A1			ŠA₃~a1		
949	𒧂	SZA3~a2	SHA3-A2			ŠA₃~a2		
950	𒧃	SZA3~b	SHA3-B			ŠA₃~b		
951	𒧄	SZA3~c	SHA3-C			ŠA₃~c		
952	𒧅	SZA3~d	SHA3-D			ŠA₃~d		
953	𒧆	SZAB~a	SHAB-A			ŠAB~a		
953.1	𒧇	SZAB~a	SHAB-A VARIANT 1			ŠAB~a~v1		
954	𒧈	SZAB~b	SHAB-B			ŠAB~b		
954.1	𒧉	SZAB~b	SHAB-B VARIANT 1			ŠAB~b~v1		
955	𒧊	SZAGAN	SHAGAN			ŠAGAN		
955.1	𒧋	SZAGAN	SHAGAN VARIANT 1			ŠAGAN~v1		
956	𒧌	SZAGINA	SHAGINA			ŠAGINA		
957	𒧍	SZAH2~a	SHAH2-A			ŠAH₂~a		
958	𒧎	SZAH2~b	SHAH2-B			ŠAH₂~b		
959	𒧏	SZAH2~c	SHAH2-C			ŠAH₂~c		
960	𒧐	SZAKIR~a	SHAKIR-A			ŠAKIR~a		
961	𒧑	SZAKIR~b	SHAKIR-B			ŠAKIR~b		
962	𒧒	SZAKIR~c	SHAKIR-C			ŠAKIR~c		
963	𒧓	SZAM2	SHAM2			ŠAM₂		
964	𒧔	SZANDANA~a	SHANDANA-A			ŠANDANA~a		
965	𒧕	SZANDANA~b	SHANDANA-B			ŠANDANA~b		
966	𒧖	SZE~a	SHE-A			ŠE~a		
967	𒧗	SZE~a@t	SHE-A TENU			ŠE~a@t		
968	𒧘	SZE~b	SHE-B			ŠE~b		
969	𒧙	SZE~c	SHE-C			ŠE~c		
970	𒧚	SZE3	SHE3			ŠE₃		
970.1	𒧛	SZE3	SHE3 VARIANT 1			ŠE₃~v1		
971	𒧜	SZE3@t	SHE3 TENU			ŠE₃@t		
971.1	𒧝	SZE3@t	SHE3 TENU VARIANT 1			ŠE₃@t~v1		
972	𒧞	SZEG9	SHEG9			ŠEG₉		
973	𒧟	SZELU	SHELU			ŠELU		
974	𒧠	SZEN~a	SHEN-A			ŠEN~a		
974.1	𒧡	SZEN~a	SHEN-A VARIANT 1			ŠEN~a~v1		
975	𒧢	SZEN~b	SHEN-B			ŠEN~b		
975.1	𒧣	SZEN~b	SHEN-B VARIANT 1			ŠEN~b~v1		
976	𒧤	SZEN~c	SHEN-C			ŠEN~c		
977	𒧥	SZEN~c@t	SHEN-C TENU			ŠEN~c@t		
978	𒧦	SZEN~d	SHEN-D			ŠEN~d		
978.1	𒧧	SZEN~d	SHEN-D VARIANT 1			ŠEN~d~v1		
978.2	𒧨	SZEN~d	SHEN-D VARIANT 2			ŠEN~d~v2		
979	𒧩	SZEN~e	SHEN-E			ŠEN~e		
980	𒧪	SZENNUR~a	SHENNUR-A			ŠENNUR~a		
981	𒧫	SZENNUR~b	SHENNUR-B			ŠENNUR~b		
982	𒧬	SZESZ~a	SHESH-A			ŠEŠ~a		
982.1	𒧭	SZESZ~a	SHESH-A VARIANT 1			ŠEŠ~a~v1		
983	𒧮	SZESZ~b	SHESH-B			ŠEŠ~b		
984	𒧯	SZIDIM	SHIDIM			ŠIDIM		
985	𒧰	SZIDIM@t	SHIDIM TENU			ŠIDIM@t		
986	𒧱	SZIM~a	SHIM-A			ŠIM~a		
986.1	𒧲	SZIM~a	SHIM-A VARIANT 1			ŠIM~a~v1		
986.2	𒧳	SZIM~a	SHIM-A VARIANT 2			ŠIM~a~v2		
987	𒧴	SZIM~b	SHIM-B			ŠIM~b		
988	𒧵	SZIR~a	SHIR-A			ŠIR~a		
988.1	𒧶	SZIR~a	SHIR-A VARIANT 1			ŠIR~a~v1		
989	𒧷	SZIR~b	SHIR-B			ŠIR~b		
989.1	𒧸	SZIR~b	SHIR-B VARIANT 1			ŠIR~b~v1		
989.2	𒧹	SZIR~b	SHIR-B VARIANT 2			ŠIR~b~v2		
990	𒧺	SZITA~a1	SHITA-A1			ŠITA~a1		
991	𒧻	SZITA~a2	SHITA-A2			ŠITA~a2		
992	𒧼	SZITA~a3	SHITA-A3			ŠITA~a3		
993	𒧽	SZITA~b1	SHITA-B1			ŠITA~b1		
994	𒧾	SZITA~b2	SHITA-B2			ŠITA~b2		
995	𒧿	SZITA~b3	SHITA-B3			ŠITA~b3		
996	𒨀	SZITA~c	SHITA-C	remove		ŠITA~c		
997	𒨁	SZITA@g~a	SHITA GUNU-A	rename		ŠITA~b3@g	PROTO-CUNEIFORM SIGN SHITA-B3 GUNU	
997.1	𒨂	SZITA@g~a	SHITA GUNU-A VARIANT 1	rename		ŠITA~b1@g	PROTO-CUNEIFORM SIGN SHITA-B1 GUNU	
998	𒨃	SZITA@g~b	SHITA GUNU-B	rename		ŠITA~a1@g	PROTO-CUNEIFORM SIGN SHITA-A1 GUNU	
999	𒨄	SZU	SHU			ŠU		
1000	𒨅	SZU@g	SHU GUNU			ŠU@g		
1001	𒨆	SZU@s	SHU SHESSHIG	remove		ŠU@s		
1002	𒨇	SZU2	SHU2			ŠU₂~a		
1002.1	𒨈	SZU2	SHU2 VARIANT 1			ŠU₂~b		
1003	𒨉	SZU12	SHU12			ŠU₁₂		
1004	𒨊	SZUBUR	SHUBUR			ŠUBUR		
1005	𒨋	SZUM	SHUM			ŠUM		
1006	𒨌	SZUR2~a	SHUR2-A			ŠUR₂~a		
1007	𒨍	SZUR2~b	SHUR2-B			ŠUR₂~b		
1008	𒨎	SZURUPPAK~a	SHURUPPAK-A			ŠURUPPAK~a		
1008.1	𒨏	SZURUPPAK~a	SHURUPPAK-A VARIANT 1			ŠURUPPAK~a~v1		
1009	𒨐	SZURUPPAK~b	SHURUPPAK-B			ŠURUPPAK~b		
1009.1	𒨑	SZURUPPAK~b	SHURUPPAK-B VARIANT 1			ŠURUPPAK~b~v1		
1010	𒨒	SZURUPPAK~c	SHURUPPAK-C	remove		ŠURUPPAK~c		
1011	𒨓	SI	SI			SI		
1011.1	𒨔	SI	SI VARIANT 1			SI~v1		
1012	𒨕	SI4~a	SI4-A			SI₄~a		
1013	𒨖	SI4~b	SI4-B			SI₄~b		
1014	𒨗	SI4~c	SI4-C			SI₄~c		
1015	𒨘	SI4~d	SI4-D			SI₄~d		
1015.1	𒨙	SI4~d	SI4-D VARIANT 1			SI₄~d~v1		
1016	𒨚	SI4~f	SI4-F			SI₄~f		
1016.1	𒨛	SI4~f	SI4-F VARIANT 1			SI₄~f~v1		
1017	𒨜	SIG	SIG			SIG		
1018	𒨝	SIG@g	SIG GUNU			SIG@g		
1019	𒨞	SIG2~a1	SIG2-A1			SIG₂~a1		
1020	𒨟	SIG2~a2	SIG2-A2			SIG₂~a2		
1021	𒨠	SIG2~a3	SIG2-A3			SIG₂~a3		
1021.1	𒨡	SIG2~a3	SIG2-A3 VARIANT 1			SIG₂~a3~v1		
1021.2	𒨢	SIG2~a3	SIG2-A3 VARIANT 2			SIG₂~a3~v2		
1022	𒨣	SIG2~a4	SIG2-A4			SIG₂~a4		
1023	𒨤	SIG2~b	SIG2-B			SIG₂~b		
1024	𒨥	SIG2~c1	SIG2-C1			SIG₂~c1		
1025	𒨦	SIG2~c2	SIG2-C2			SIG₂~c2		
1026	𒨧	SIG2~d1	SIG2-D1			SIG₂~d1		
1027	𒨨	SIG2~d2	SIG2-D2			SIG₂~d2		
1027.1	𒨩	SIG2~d2	SIG2-D2 VARIANT 1			SIG₂~d2~v1		
1028	𒨪	SIG2~d3	SIG2-D3			SIG₂~d3		
1029	𒨫	SIG2~d4	SIG2-D4			SIG₂~d4		
1030	𒨬	SIG2~e	SIG2-E			SIG₂~e		
1031	𒨭	SIG4	SIG4			SIG₄		
1032	𒨮	SIG7	SIG7			SIG₇		
1032.1	𒨯	SIG7	SIG7 VARIANT 1			SIG₇~v1		
1033	𒨰	SIKIL	SIKIL	remove		SIKIL		
1034	𒨱	SILA3~a	SILA3-A			SILA₃~a		
1035	𒨲	SILA3~b	SILA3-B			SILA₃~b		
1036	𒨳	SILA3~c	SILA3-C			SILA₃~c		
1037	𒨴	SILA4~a	SILA4-A			SILA₄~a		
1038	𒨵	SILA4~b	SILA4-B			SILA₄~b		
1039	𒨶	SILA4~c	SILA4-C			SILA₄~c		
1040	𒨷	SILA4~d	SILA4-D			SILA₄~d		
1041	𒨸	SILANITA	SILANITA			SILANITA		
1042	𒨹	SIMUG	SIMUG			SIMUG		
1042.1	𒨺	SIMUG	SIMUG VARIANT 1			SIMUG~v1		
1043	𒨻	SIPA	SIPA			SIPA		
1044	𒨼	SU~a	SU-A			SU~a		
1044.1	𒨽	SU~a	SU-A VARIANT 1			SU~a~v1		
1045	𒨾	SU~b	SU-B			SU~b		
1046	𒨿	SU3	SU3			SU₃		
1047	𒩀	SUG	SUG			SUG		
1048	𒩁	SUG5	SUG5			SUG₅		
1049	𒩂	SUH3	SUH3			SUH₃		
1050	𒩃	SUHUR	SUHUR			SUHUR		
1051	𒩄	SUHUR@g	SUHUR GUNU			SUHUR@g		
1052	𒩅	SUHUR@n	SUHUR NUTILLU			SUHUR@n		
1053	𒩆	SUKKAL	SUKKAL			SUKKAL		
1054	𒩇	SUKUD	SUKUD			SUKUD		
1055	𒩈	SUKUD@g~a	SUKUD GUNU-A			SUKUD@g~a		
1056	𒩉	SUKUD@g~b	SUKUD GUNU-B			SUKUD@g~b		
1056.1	𒩊	SUKUD@g~b	SUKUD GUNU-B VARIANT 1			SUKUD@g~b~v1		
1057	𒩋	SUKUD@g~c	SUKUD GUNU-C			SUKUD@g~c		
1058	𒩌	SUKUD@g~d	SUKUD GUNU-D			SUKUD@g~d		
1059	𒩍	SUM~a	SUM-A			SUM~a		
1059.1	𒩎	SUM~a	SUM-A VARIANT 1			SUM~a~v1		
1060	𒩏	SUM~a@t	SUM-A TENU			SUM~a@t		
1061	𒩐	SUM~b	SUM-B			SUM~b		
1062	𒩑	SUMASZ	SUMASH			SUMAŠ		
1063	𒩒	SUR	SUR			SUR		
1064	𒩓	SUSA	SUSA			SUSA		
1065	𒩔	TA~a	TA-A			TA~a		
1066	𒩕	TA~b	TA-B			TA~b		
1067	𒩖	TA~c	TA-C			TA~c		
1068	𒩗	TA~d	TA-D			TA~d		
1069	𒩘	TA~e	TA-E			TA~e		
1070	𒩙	TA~f	TA-F	remove		TA~f		
1071	𒩚	TAG~a1	TAG-A1			TAG~a1		
1072	𒩛	TAG~a1@t	TAG-A1 TENU			TAG~a1@t		
1073	𒩜	TAG~a2	TAG-A2			TAG~a2		
1074	𒩝	TAG~a3	TAG-A3			TAG~a3		
1075	𒩞	TAG~a4	TAG-A4			TAG~a4		
1076	𒩟	TAG~b	TAG-B			TAG~b		
1077	𒩠	TAG~c	TAG-C			TAG~c		
1078	𒩡	TAG~d	TAG-D			TAG~d		
1079	𒩢	TAK4~a	TAK4-A			TAK₄~a		
1079.1	𒩣	TAK4~a	TAK4-A VARIANT 1			TAK₄~a~v1		
1080	𒩤	TAK4~a@n	TAK4-A NUTILLU			TAK₄~a@n		
1081	𒩥	TAK4~c	TAK4-C			TAK₄~c		
1082	𒩦	TAR~a	TAR-A			TAR~a		
1083	𒩧	TAR~d	TAR-D	remove		TAR~d		
1084	𒩨	TE	TE			TE		
1085	𒩩	TI	TI			TI		
1085.1	𒩪	TI	TI VARIANT 1			TI~v1		
1086	𒩫	TI@t	TI TENU			TI@t		
1087	𒩬	TI@g	TI GUNU			TI@g		
1088	𒩭	TI@r	TI REVERSED			TI@r		
1089	𒩮	TIDNUM	TIDNUM			TIDNUM		
1090	𒩯	TILLA2	TILLA2			TILLA₂		
1091	𒩰	TU~a	TU-A			TU~a		
1092	𒩱	TU~b	TU-B			TU~b		
1093	𒩲	TU~c	TU-C			TU~c		
1094	𒩳	TUG2~a	TUG2-A			TUG₂~a		
1095	𒩴	TUG2~a@g	TUG2-A GUNU			TUG₂~a@g		
1095.1	𒩵	TUG2~a@g	TUG2-A GUNU VARIANT 1			TUG₂~a@g~v1		
1096	𒩶	TUG2~b	TUG2-B			TUG₂~b		
1097	𒩷	TUG2~c	TUG2-C			TUG₂~c		
1098	𒩸	TUG2~d	TUG2-D			TUG₂~d		
1099	𒩹	TUM~a	TUM-A			TUM~a		
1100	𒩺	TUM~a@g	TUM-A GUNU			TUM~a@g		
1101	𒩻	TUM~b	TUM-B			TUM~b		
1102	𒩼	TUM~c	TUM-C			TUM~c		
1103	𒩽	TUM~d	TUM-D			TUM~d		
1104	𒩾	TUN3~a	TUN3-A			TUN₃~a		
1105	𒩿	TUN3~b	TUN3-B			TUN₃~b		
1106	𒪀	TUN3~c	TUN3-C			TUN₃~c		
1107	𒪁	TUR	TUR			TUR		
1107.1	𒪂	TUR	TUR VARIANT 1			TUR~v1		
1107.2	𒪃	TUR	TUR VARIANT 2			TUR~v2		
1107.3	𒪄	TUR	TUR VARIANT 3			TUR~v3		
1108	𒪅	TUR@g	TUR GUNU			TUR@g		
1109	𒪆	TUR3~a	TUR3-A			TUR₃~a		
1110	𒪇	TUR3~a@n	TUR3-A NUTILLU			TUR₃~a@n		
1111	𒪈	TUR3~b	TUR3-B			TUR₃~b		
1112	𒪉	TUR3~c	TUR3-C			TUR₃~c		
1113	𒪊	U2~a	U2-A			U₂~a		
1114	𒪋	U2~b	U2-B			U₂~b		
1114.1	𒪌	U2~b	U2-B VARIANT 1			U₂~b~v1		
1114.2	𒪍	U2~b	U2-B VARIANT 2			U₂~b~v2		
1115	𒪎	U2~c	U2-C			U₂~c		
1116	𒪏	U4	U4			U₄		
1117	𒪐	U4@t	U4 TENU			U₄@t		
1118	𒪑	U8	U8			U₈		
1118.1	𒪒	U8	U8 VARIANT 1			U₈~v1		
1118.2	𒪓	U8	U8 VARIANT 2			U₈~v2		
1118.3	𒪔	U8	U8 VARIANT 3			U₈~v3		
1119	𒪕	UB	UB			UB		
1120	𒪖	UBI~a	UBI-A			UBI~a		
1121	𒪗	UBI~c	UBI-C			UBI~c		
1121.1	𒪘	UBI~c	UBI-C VARIANT 1			UBI~c~v1		
1122	𒪙	UD5~a	UD5-A			UD₅~a		
1122.1	𒪚	UD5~a	UD5-A VARIANT 1			UD₅~a~v1		
1122.2	𒪛	UD5~a	UD5-A VARIANT 2			UD₅~a~v2		
1123	𒪜	UD5~a@g	UD5-A GUNU			UD₅~a@g		
1124	𒪝	UD5~b	UD5-B			UD₅~b		
1125	𒪞	UD5~c	UD5-C			UD₅~c		
1126	𒪟	UDU~a	UDU-A			UDU~a		
1127	𒪠	UDU~b	UDU-B			UDU~b		
1128	𒪡	UDU~c	UDU-C			UDU~c		
1129	𒪢	UDUNITA~a	UDUNITA-A			UDUNITA~a		
1130	𒪣	UDUNITA~b	UDUNITA-B			UDUNITA~b		
1131	𒪤	UDUNITA~c	UDUNITA-C			UDUNITA~c		
1132	𒪥	UET2_405	UET2_405	remove		BAU405		
1133	𒪦	UH	UH			UH		
1134	𒪧	UH3~a	UH3-A			UH₃~a		
1135	𒪨	UH3~a@t	UH3-A TENU			UH₃~a@t		
1136	𒪩	UH3~b	UH3-B			UH₃~b		
