|(ŠA×HI@g~a)~b|	|(ŠA×HI@g~a)~b|	𒷪	ŠA×HI@g~a~b
|ŠITA~b1×HI@g~a|	|ŠITA~b1×HI@g~a|	𒷵	𒧽	HI@g
|ŠITA~b3×NAM₂|	|ŠITA~b3×NAM₂|	𒷶	𒧿	𒥍
|ŠITA~a1×ŠU₂|	|ŠITA~a1×ŠU₂|	𒷳	𒧺	ŠU₂
|ŠITA@g~a×1(N04)|	|ŠITA@g~a×1(N04)|	𒷷	ŠITA@g	𒖅
|ŠITA@g~a×1(N06)|	|ŠITA@g~a×1(N06)|	𒷸	ŠITA@g	𒖈
|ŠU₂.AN|	|ŠU₂.AN|	𒷽	ŠU₂	𒜏
|ŠU₂.E₂~a|	|ŠU₂.E₂~a|	𒷾	ŠU₂	𒞪
|ŠU₂.E₂~b|	|ŠU₂.E₂~b|	𒷿	ŠU₂	𒞫
|ŠU₂.EN~a|	|ŠU₂.EN~a|	𒸀	ŠU₂	𒞱
|ŠU₂.EN~a|~v1	|ŠU₂.EN~a|~v1	𒸁	ŠU₂	𒞱
|ŠU₂.EN~b|	|ŠU₂.EN~b|	𒸂	ŠU₂	𒞵
|ŠU₂.GIŠ|	|ŠU₂.GIŠ|	𒸃	ŠU₂	𒠤
|ŠU₂.(HI×1(N57))&(HI×1(N57))|	|ŠU₂.(HI×1(N57))&(HI×1(N57))|	𒸄	ŠU₂	HI×1(N57)&HI×1(N57)
|ŠU₂.1(N02)|	|ŠU₂.1(N02)|	𒷻	ŠU₂	𒖃
|ŠU₂.2(N57)|	|ŠU₂.2(N57)|	𒷼	ŠU₂	𒘐
|ŠU₂.URI₃~a|	|ŠU₂.URI₃~a|	𒸅	ŠU₂	𒫌
|TUG₂~a.(BAD&BAD)|	|TUG₂~a.(BAD&BAD)|	𒸾	𒩳	BAD&BAD
|TUR×X|	|TUR×X|	𒸿	𒪁	X
|U₄.4(N08)|	|U₄.4(N08)|	𒹡	𒪏	𒙈
|U₄.ŠU₂|	|U₄.ŠU₂|	𒹲	𒪏	ŠU₂
|U₄×1(N01).5(N08)|	|U₄×1(N01).5(N08)|	𒹂	U₄×1(N01)	𒙳
|U₄×3(N01).3(N08)|	|U₄×3(N01).3(N08)|	𒹚	U₄×3(N01)	𒘝
|U₄×(1(N14).2(N01))|	|U₄×(1(N14).2(N01))|	𒹇	𒪏	1(N14).2(N01)
|U₄×(1(N14).4(N01))|	|U₄×(1(N14).4(N01))|	𒹉	𒪏	1(N14).4(N01)
|U₄×(1(N14).8(N01))|	|U₄×(1(N14).8(N01))|	𒹌	𒪏	1(N14).8(N01)
|U₄×(2(N14).4(N01))|	|U₄×(2(N14).4(N01))|	𒹗	𒪏	2(N14).4(N01)
|U₄×(3(N14).2(N01))|	|U₄×(3(N14).2(N01))|	𒹜	𒪏	3(N14).2(N01)
|U₄×(3(N14).7(N01))|	|U₄×(3(N14).7(N01))|	𒹝	𒪏	3(N14).7(N01)
|U₄×5(N57)|	|U₄×5(N57)|	𒹦	𒪏	𒚋
|U₄×6(N57)|	|U₄×6(N57)|	𒹩	𒪏	𒚢
|U₄×7(N57)|	|U₄×7(N57)|	𒹫	𒪏	𒚸
|U₄×8(N57)|	|U₄×8(N57)|	𒹯	𒪏	𒛉
|U₄×10(N57)|	|U₄×10(N57)|	𒹰	𒪏	𒛣
|U₈×TAR~b|	|U₈×TAR~b|	𒹵	𒪑	TAR~b
|UKKIN~b×(DIN.1(N01))|	|UKKIN~b×(DIN.1(N01))|	𒹼	𒪬	DIN.1(N01)
|UKKIN~b×HI@g~a|	|UKKIN~b×HI@g~a|	𒹾	𒪬	HI@g
|UNUG~a×A@t|	|UNUG~a×A@t|	𒺁	𒪵	𒛨
|URI₃~a+IB~a|	|URI₃~a+IB~a|	𒺆	𒫌	𒡛
|URU~a1×AMAR|	|URU~a1×AMAR|	𒺊	𒫐	𒜋
|URU~a1×HI@g~a|	|URU~a1×HI@g~a|	𒺌	𒫐	HI@g
|URU~a3×KALAM~a|	|URU~a3×KALAM~a|	𒺑	URU~a3	𒢌
|ZATU651×EN~a|	|ZATU651×EN~a|	𒺙	𒬭	𒞱
|ZATU651×MA|	|ZATU651×MA|	𒺛	𒬭	𒤄
|ZATU651×ŠE~a|	|ZATU651×ŠE~a|	𒺝	𒬭	𒧖
|ZATU659×1(N58@t)|	|ZATU659×1(N58@t)|	𒺢	𒬱	𒗛
|ZATU662×1(N14)|~v1	|ZATU662×1(N14)|~v1	𒺤	𒬲	𒖑
|ZATU662×1(N14)|~v2	|ZATU662×1(N14)|~v2	𒺥	𒬲	𒖑
|ZATU711×HI@g~a|	|ZATU711×HI@g~a|	𒺦	𒮂	HI@g
|ZATU711×X|	|ZATU711×X|	𒺧	𒮂	X
|ZATU714×HI@g~a|	|ZATU714×HI@g~a|	𒺨	𒮅	HI@g
|ZATU737×EN~a|	|ZATU737×EN~a|	𒺱	𒮢	𒞱
|ZATU737×EN~b|	|ZATU737×EN~b|	𒺲	𒮢	𒞵
|ZATU737×GAR|~v1	|ZATU737×GAR|~v1	𒺴	𒮢	𒟷
|ZATU737×SAL|	|ZATU737×SAL|	𒺷	𒮢	𒦳
|ZATU737×ŠITA@g~a|	|ZATU737×ŠITA@g~a|	𒺺	𒮢	ŠITA@g
|ZATU737×U₄|	|ZATU737×U₄|	𒺼	𒮢	𒪏
|ZATU737×UNUG~a|	|ZATU737×UNUG~a|	𒺽	𒮢	𒪵
|ZATU737×X|	|ZATU737×X|	𒺾	𒮢	X
|ZATU759×(KU₆~a+KU₆~a)|	|ZATU759×(KU₆~a+KU₆~a)|	𒻀	𒮻	KU₆~a+KU₆~a
|1(N57).ŠUBUR|~v1	|1(N57).ŠUBUR|~v1	𒰪	𒗚	𒨊
|6(N57).GAR|	|6(N57).GAR|	𒱁	𒚢	𒟷
|6(N57).KU₃~a|	|6(N57).KU₃~a|	𒱂	𒚢	𒣆
|8(N57).NI~b|	|8(N57).NI~b|	𒱃	𒛉	𒥦
|3(N58).UR₃~b1|	|3(N58).UR₃~b1|	𒰺	𒘾	𒫃
