573	1411	127F9	𒟹	GAR@g~b	GAR@g~b	o0028895	GAR GUNU-B	PROTO-CUNEIFORM SIGN GAR GUNU-B	Lo;0;L;;;;;N
574	1412	127FA	𒟺	GAR@g~c	GAR@g~c	o0028897	GAR GUNU-C	PROTO-CUNEIFORM SIGN GAR GUNU-C	Lo;0;L;;;;;N
575	1413	127FB	𒟻	GAR3	GAR₃	o0000204	GAR3	PROTO-CUNEIFORM SIGN GAR3	Lo;0;L;;;;;N
576	1415	127FC	𒟼	GARA2~a	GARA₂~a	o0028889	GARA2-A	PROTO-CUNEIFORM SIGN GARA2-A	Lo;0;L;;;;;N
577	1417	127FD	𒟽	GARA2~b	GARA₂~b	o0028891	GARA2-B	PROTO-CUNEIFORM SIGN GARA2-B	Lo;0;L;;;;;N
578	1418	127FE	𒟾	GAZI	GAZI	o0028899	GAZI	PROTO-CUNEIFORM SIGN GAZI	Lo;0;L;;;;;N
579	1421	127FF	𒟿	GESZTIN~a	GEŠTIN~a	o0028901	GESHTIN-A	PROTO-CUNEIFORM SIGN GESHTIN-A	Lo;0;L;;;;;N
580	1422	12800	𒠀	GESZTIN~c	GEŠTIN~c	o0028903	GESHTIN-C	PROTO-CUNEIFORM SIGN GESHTIN-C	Lo;0;L;;;;;N
581	1428	12801	𒠁	GESZTU~a	GEŠTU~a	o0028907	GESHTU-A	PROTO-CUNEIFORM SIGN GESHTU-A	Lo;0;L;;;;;N
581.1	1431	12802	𒠂	GESZTU~a	GEŠTU~a~v1	o0035649	GESHTU-A VARIANT 1	PROTO-CUNEIFORM SIGN GESHTU-A VARIANT 1	Lo;0;L;;;;;N
581.2	1432	12803	𒠃	GESZTU~a	GEŠTU~a~v2	o0035650	GESHTU-A VARIANT 2	PROTO-CUNEIFORM SIGN GESHTU-A VARIANT 2	Lo;0;L;;;;;N
582	1433	12804	𒠄	GESZTU~b	GEŠTU~b	o0028910	GESHTU-B	PROTO-CUNEIFORM SIGN GESHTU-B	Lo;0;L;;;;;N
583	1435	12805	𒠅	GESZTU~c3	GEŠTU~c3	o0028912	GESHTU-C3	PROTO-CUNEIFORM SIGN GESHTU-C3	Lo;0;L;;;;;N
583.1	1436	12806	𒠆	GESZTU~c3	GEŠTU~c3~v1	o0035652	GESHTU-C3 VARIANT 1	PROTO-CUNEIFORM SIGN GESHTU-C3 VARIANT 1	Lo;0;L;;;;;N
584	1437	12807	𒠇	GESZTU~c5	GEŠTU~c5	o0028914	GESHTU-C5	PROTO-CUNEIFORM SIGN GESHTU-C5	Lo;0;L;;;;;N
585	1438	12808	𒠈	GI	GI	o0000210	GI	PROTO-CUNEIFORM SIGN GI	Lo;0;L;;;;;N
585.1	1463	12809	𒠉	GI	GI~v1	o0035664	GI VARIANT 1	PROTO-CUNEIFORM SIGN GI VARIANT 1	Lo;0;L;;;;;N
586	1462	1280A	𒠊	GI@t	GI@t	o0029003	GI TENU	PROTO-CUNEIFORM SIGN GI TENU	Lo;0;L;;;;;N
587	1473	1280B	𒠋	GI4~a	GI₄~a	o0028916	GI4-A	PROTO-CUNEIFORM SIGN GI4-A	Lo;0;L;;;;;N
588	1476	1280C	𒠌	GI4~b	GI₄~b	o0028921	GI4-B	PROTO-CUNEIFORM SIGN GI4-B	Lo;0;L;;;;;N
589	1471	1280D	𒠍	GI6	GI₆	o0028923	GI6	PROTO-CUNEIFORM SIGN GI6	Lo;0;L;;;;;N
589.1	1479	1280E	𒠎	GI6	GI₆~v1	o0035654	GI6 VARIANT 1	PROTO-CUNEIFORM SIGN GI6 VARIANT 1	Lo;0;L;;;;;N
590	1480	1280F	𒠏	GIBIL	GIBIL	o0028927	GIBIL	PROTO-CUNEIFORM SIGN GIBIL	Lo;0;L;;;;;N
591	1481	12810	𒠐	GIBIL@t	GIBIL@t	o0028929	GIBIL TENU	PROTO-CUNEIFORM SIGN GIBIL TENU	Lo;0;L;;;;;N
592	1482	12811	𒠑	GIBIL6	GIBIL₆	o0028925	GIBIL6	PROTO-CUNEIFORM SIGN GIBIL6	Lo;0;L;;;;;N
593	1483	12812	𒠒	GIG	GIG	o0000212	GIG	PROTO-CUNEIFORM SIGN GIG	Lo;0;L;;;;;N
594	1484	12813	𒠓	GIL	GIL	o0028938	GIL	PROTO-CUNEIFORM SIGN GIL	Lo;0;L;;;;;N
595	1488	12814	𒠔	GIR~a	GIR~a	o0028960	GIR-A	PROTO-CUNEIFORM SIGN GIR-A	Lo;0;L;;;;;N
596	1490	12815	𒠕	GIR~b	GIR~b	o0028966	GIR-B	PROTO-CUNEIFORM SIGN GIR-B	Lo;0;L;;;;;N
596.1	1492	12816	𒠖	GIR~b	GIR~b~v1	o0035657	GIR-B VARIANT 1	PROTO-CUNEIFORM SIGN GIR-B VARIANT 1	Lo;0;L;;;;;N
597	1494	12817	𒠗	GIR~c	GIR~c	o0028967	GIR-C	PROTO-CUNEIFORM SIGN GIR-C	Lo;0;L;;;;;N
598	1495	12818	𒠘	GIR~d	GIR~d	o0028968	GIR-D	PROTO-CUNEIFORM SIGN GIR-D	Lo;0;L;;;;;N
599	1502	12819	𒠙	GIR2~a	GIR₂~a	o0028940	GIR2-A	PROTO-CUNEIFORM SIGN GIR2-A	Lo;0;L;;;;;N
600	1503	1281A	𒠚	GIR2~b	GIR₂~b	o0028942	GIR2-B	PROTO-CUNEIFORM SIGN GIR2-B	Lo;0;L;;;;;N
601	1504	1281B	𒠛	GIR3~a	GIR₃~a	o0028944	GIR3-A	PROTO-CUNEIFORM SIGN GIR3-A	Lo;0;L;;;;;N
602	1506	1281C	𒠜	GIR3~b	GIR₃~b	o0028946	GIR3-B	PROTO-CUNEIFORM SIGN GIR3-B	Lo;0;L;;;;;N
603	1507	1281D	𒠝	GIR3~c	GIR₃~c	o0028947	GIR3-C	PROTO-CUNEIFORM SIGN GIR3-C	Lo;0;L;;;;;N
604	1514	1281E	𒠞	GIR3@g~a	GIR₃@g~a	o0028953	GIR3 GUNU-A	PROTO-CUNEIFORM SIGN GIR3 GUNU-A	Lo;0;L;;;;;N
605	1515	1281F	𒠟	GIR3@g~b	GIR₃@g~b	o0028955	GIR3 GUNU-B	PROTO-CUNEIFORM SIGN GIR3 GUNU-B	Lo;0;L;;;;;N
606	1516	12820	𒠠	GIR3@g~c	GIR₃@g~c	o0028957	GIR3 GUNU-C	PROTO-CUNEIFORM SIGN GIR3 GUNU-C	Lo;0;L;;;;;N
607	1501	12821	𒠡	GIR4	GIR₄	o0028959	GIR4	PROTO-CUNEIFORM SIGN GIR4	Lo;0;L;;;;;N
608	1518	12822	𒠢	GISAL~a	GISAL~a	o0028970	GISAL-A	PROTO-CUNEIFORM SIGN GISAL-A	Lo;0;L;;;;;N
609	1519	12823	𒠣	GISAL~b	GISAL~b	o0028972	GISAL-B	PROTO-CUNEIFORM SIGN GISAL-B	Lo;0;L;;;;;N
610	1520	12824	𒠤	GISZ	GIŠ	o0000217	GISH	PROTO-CUNEIFORM SIGN GISH	Lo;0;L;;;;;N
611	1535	12825	𒠥	GISZ~x	GIŠ~v	o0028997	GISH-X	PROTO-CUNEIFORM SIGN GISH-X	Lo;0;L;;;;;N
612	1532	12826	𒠦	GISZ@t	GIŠ@t	o0000218	GISH TENU	PROTO-CUNEIFORM SIGN GISH TENU	Lo;0;L;;;;;N
613	1538	12827	𒠧	GISZ3~a	GIŠ₃~a	o0028975	GISH3-A	PROTO-CUNEIFORM SIGN GISH3-A	Lo;0;L;;;;;N
614	1540	12828	𒠨	GISZ3~b	GIŠ₃~b	o0028976	GISH3-B	PROTO-CUNEIFORM SIGN GISH3-B	Lo;0;L;;;;;N
615	1541	12829	𒠩	GISZGAL	GIŠGAL	o0028977	GISHGAL	PROTO-CUNEIFORM SIGN GISHGAL	Lo;0;L;;;;;N
615.1	1542	1282A	𒠪	GISZGAL	GIŠGAL~v1	o0035658	GISHGAL VARIANT 1	PROTO-CUNEIFORM SIGN GISHGAL VARIANT 1	Lo;0;L;;;;;N
616	1544	1282B	𒠫	GISZIMMAR~a1	GIŠIMMAR~a1	o0028978	GISHIMMAR-A1	PROTO-CUNEIFORM SIGN GISHIMMAR-A1	Lo;0;L;;;;;N
617	1545	1282C	𒠬	GISZIMMAR~a2	GIŠIMMAR~a2	o0028980	GISHIMMAR-A2	PROTO-CUNEIFORM SIGN GISHIMMAR-A2	Lo;0;L;;;;;N
618	1546	1282D	𒠭	GISZIMMAR~a3	GIŠIMMAR~a3	o0028981	GISHIMMAR-A3	PROTO-CUNEIFORM SIGN GISHIMMAR-A3	Lo;0;L;;;;;N
619	1547	1282E	𒠮	GISZIMMAR~b1	GIŠIMMAR~b1	o0028983	GISHIMMAR-B1	PROTO-CUNEIFORM SIGN GISHIMMAR-B1	Lo;0;L;;;;;N
619.1	1548	1282F	𒠯	GISZIMMAR~b1	GIŠIMMAR~b1~v1	o0035660	GISHIMMAR-B1 VARIANT 1	PROTO-CUNEIFORM SIGN GISHIMMAR-B1 VARIANT 1	Lo;0;L;;;;;N
619.2	1549	12830	𒠰	GISZIMMAR~b1	GIŠIMMAR~b1~v2	o0035662	GISHIMMAR-B1 VARIANT 2	PROTO-CUNEIFORM SIGN GISHIMMAR-B1 VARIANT 2	Lo;0;L;;;;;N
620	1551	12831	𒠱	GISZIMMAR~b3	GIŠIMMAR~b3	o0028985	GISHIMMAR-B3	PROTO-CUNEIFORM SIGN GISHIMMAR-B3	Lo;0;L;;;;;N
621	1554	12832	𒠲	GIZZAL~x	GIZZAL~v	o0029022	GIZZAL-X	PROTO-CUNEIFORM SIGN GIZZAL-X	Lo;0;L;;;;;N
622	1555	12833	𒠳	GU	GU	o0000221	GU	PROTO-CUNEIFORM SIGN GU	Lo;0;L;;;;;N
623	1557	12834	𒠴	GU2	GU₂	o0000230	GU2	PROTO-CUNEIFORM SIGN GU2	Lo;0;L;;;;;N
624	1558	12835	𒠵	GU4	GU₄	o0029026	GU4	PROTO-CUNEIFORM SIGN GU4	Lo;0;L;;;;;N
624.1	1564	12836	𒠶	GU4	GU₄~v1	o0035666	GU4 VARIANT 1	PROTO-CUNEIFORM SIGN GU4 VARIANT 1	Lo;0;L;;;;;N
625	1563	12837	𒠷	GU4@g	GU₄@g	o0029024	GU4 GUNU	PROTO-CUNEIFORM SIGN GU4 GUNU	Lo;0;L;;;;;N
626	1562	12838	𒠸	GU7	GU₇	o0029030	GU7	PROTO-CUNEIFORM SIGN GU7	Lo;0;L;;;;;N
626.1	1565	12839	𒠹	GU7	GU₇~v1	o0035668	GU7 VARIANT 1	PROTO-CUNEIFORM SIGN GU7 VARIANT 1	Lo;0;L;;;;;N
627	1567	1283A	𒠺	GUB3~a	GUB₃~a	o0029032	GUB3-A	PROTO-CUNEIFORM SIGN GUB3-A	Lo;0;L;;;;;N
628	1568	1283B	𒠻	GUB3~b	GUB₃~b	o0029034	GUB3-B	PROTO-CUNEIFORM SIGN GUB3-B	Lo;0;L;;;;;N
629	1569	1283C	𒠼	GUB3~c	GUB₃~c	o0029036	GUB3-C	PROTO-CUNEIFORM SIGN GUB3-C	Lo;0;L;;;;;N
630	1570	1283D	𒠽	GUB3~d	GUB₃~d	o0029038	GUB3-D	PROTO-CUNEIFORM SIGN GUB3-D	Lo;0;L;;;;;N
631	1572	1283E	𒠾	GUG2	GUG₂	o0029039	GUG2	PROTO-CUNEIFORM SIGN GUG2	Lo;0;L;;;;;N
631.1	1580	1283F	𒠿	GUG2	GUG₂~v1	o0035670	GUG2 VARIANT 1	PROTO-CUNEIFORM SIGN GUG2 VARIANT 1	Lo;0;L;;;;;N
632	1579	12840	𒡀	GUG2@t	GUG₂@t	o0029040	GUG2 TENU	PROTO-CUNEIFORM SIGN GUG2 TENU	Lo;0;L;;;;;N
633	1586	12841	𒡁	GUKKAL~a	GUKKAL~a	o0029048	GUKKAL-A	PROTO-CUNEIFORM SIGN GUKKAL-A	Lo;0;L;;;;;N
634	1588	12842	𒡂	GUKKAL~b	GUKKAL~b	o0029049	GUKKAL-B	PROTO-CUNEIFORM SIGN GUKKAL-B	Lo;0;L;;;;;N
635	1589	12843	𒡃	GUKKAL~c	GUKKAL~c	o0029050	GUKKAL-C	PROTO-CUNEIFORM SIGN GUKKAL-C	Lo;0;L;;;;;N
636	1590	12844	𒡄	GUKKAL~d	GUKKAL~d	o0029051	GUKKAL-D	PROTO-CUNEIFORM SIGN GUKKAL-D	Lo;0;L;;;;;N
637	1591	12845	𒡅	GUL	GUL	o0000224	GUL	PROTO-CUNEIFORM SIGN GUL	Lo;0;L;;;;;N
638	1593	12846	𒡆	GUM~a	GUM~a	o0029053	GUM-A	PROTO-CUNEIFORM SIGN GUM-A	Lo;0;L;;;;;N
639	1594	12847	𒡇	GUM~b	GUM~b	o0029054	GUM-B	PROTO-CUNEIFORM SIGN GUM-B	Lo;0;L;;;;;N
639.1	1597	12848	𒡈	GUM~b	GUM~b~v1	o0035672	GUM-B VARIANT 1	PROTO-CUNEIFORM SIGN GUM-B VARIANT 1	Lo;0;L;;;;;N
640	1595	12849	𒡉	GUM~b@n	GUM~b@n	o0029056	GUM-B NUTILLU	PROTO-CUNEIFORM SIGN GUM-B NUTILLU	Lo;0;L;;;;;N
640.1	1596	1284A	𒡊	GUM~b@n	GUM~b@n~v1	o0035674	GUM-B NUTILLU VARIANT 1	PROTO-CUNEIFORM SIGN GUM-B NUTILLU VARIANT 1	Lo;0;L;;;;;N
641	1601	1284B	𒡋	GUN3~a	GUN₃~a	o0029058	GUN3-A	PROTO-CUNEIFORM SIGN GUN3-A	Lo;0;L;;;;;N
642	1602	1284C	𒡌	GUN3~b	GUN₃~b	o0029060	GUN3-B	PROTO-CUNEIFORM SIGN GUN3-B	Lo;0;L;;;;;N
643	1603	1284D	𒡍	GUR	GUR	o0000226	GUR	PROTO-CUNEIFORM SIGN GUR	Lo;0;L;;;;;N
644	1606	1284E	𒡎	GURUSZ~a	GURUŠ~a	o0029061	GURUSH-A	PROTO-CUNEIFORM SIGN GURUSH-A	Lo;0;L;;;;;N
644.1	1608	1284F	𒡏	GURUSZ~a	GURUŠ~a~v1	o0035676	GURUSH-A VARIANT 1	PROTO-CUNEIFORM SIGN GURUSH-A VARIANT 1	Lo;0;L;;;;;N
645	1609	12850	𒡐	GURUSZ~b	GURUŠ~b	o0029063	GURUSH-B	PROTO-CUNEIFORM SIGN GURUSH-B	Lo;0;L;;;;;N
646	1613	12851	𒡑	GURUSZDA	GURUŠDA	o0029066	GURUSHDA	PROTO-CUNEIFORM SIGN GURUSHDA	Lo;0;L;;;;;N
647	1615	12852	𒡒	HAL	HAL	o0000236	HAL	PROTO-CUNEIFORM SIGN HAL	Lo;0;L;;;;;N
648	1616	12853	𒡓	HALUB	HALUB	o0029068	HALUB	PROTO-CUNEIFORM SIGN HALUB	Lo;0;L;;;;;N
649	1617	12854	𒡔	HASZHUR	HAŠHUR	o0029070	HASHHUR	PROTO-CUNEIFORM SIGN HASHHUR	Lo;0;L;;;;;N
650	1619	12855	𒡕	HI	HI	o0000237	HI	PROTO-CUNEIFORM SIGN HI	Lo;0;L;;;;;N
651	1647	12856	𒡖	HI@g~a	HI@g~a	o0029074	HI GUNU-A	PROTO-CUNEIFORM SIGN HI GUNU-A	Lo;0;L;;;;;N
652	1648	12857	𒡗	HI@g~b	HI@g~b	o0029075	HI GUNU-B	PROTO-CUNEIFORM SIGN HI GUNU-B	Lo;0;L;;;;;N
653	1649	12858	𒡘	HI@g~c	HI@g~c	o0029077	HI GUNU-C	PROTO-CUNEIFORM SIGN HI GUNU-C	Lo;0;L;;;;;N
654	1651	12859	𒡙	HUB2	HUB₂	o0000240	HUB2	PROTO-CUNEIFORM SIGN HUB2	Lo;0;L;;;;;N
655	1653	1285A	𒡚	I	I	o0000242	I	PROTO-CUNEIFORM SIGN I	Lo;0;L;;;;;N
656	1655	1285B	𒡛	IB~a	IB~a	o0029091	IB-A	PROTO-CUNEIFORM SIGN IB-A	Lo;0;L;;;;;N
657	1656	1285C	𒡜	IB~a@n	IB~a@n	o0029093	IB-A NUTILLU	PROTO-CUNEIFORM SIGN IB-A NUTILLU	Lo;0;L;;;;;N
658	1657	1285D	𒡝	IB~b	IB~b	o0029095	IB-B	PROTO-CUNEIFORM SIGN IB-B	Lo;0;L;;;;;N
659	1660	1285E	𒡞	IDIGNA	IDIGNA	o0029097	IDIGNA	PROTO-CUNEIFORM SIGN IDIGNA	Lo;0;L;;;;;N
659.1	1661	1285F	𒡟	IDIGNA	IDIGNA~v1	o0035688	IDIGNA VARIANT 1	PROTO-CUNEIFORM SIGN IDIGNA VARIANT 1	Lo;0;L;;;;;N
660	1663	12860	𒡠	IG~a	IG~a	o0029099	IG-A	PROTO-CUNEIFORM SIGN IG-A	Lo;0;L;;;;;N
661	1664	12861	𒡡	IG~b	IG~b	o0029101	IG-B	PROTO-CUNEIFORM SIGN IG-B	Lo;0;L;;;;;N
662	1665	12862	𒡢	IGI	IGI	o0000247	IGI	PROTO-CUNEIFORM SIGN IGI	Lo;0;L;;;;;N
663	1667	12863	𒡣	IL	IL	o0000249	IL	PROTO-CUNEIFORM SIGN IL	Lo;0;L;;;;;N
664	1669	12864	𒡤	ILDUM~a	ILDUM~a	o0029103	ILDUM-A	PROTO-CUNEIFORM SIGN ILDUM-A	Lo;0;L;;;;;N
665	1670	12865	𒡥	ILDUM~b	ILDUM~b	o0029105	ILDUM-B	PROTO-CUNEIFORM SIGN ILDUM-B	Lo;0;L;;;;;N
666	1672	12866	𒡦	IM~a	IM~a	o0029109	IM-A	PROTO-CUNEIFORM SIGN IM-A	Lo;0;L;;;;;N
667	1673	12867	𒡧	IM~a@g	IM~a@g	o0029107	IM-A GUNU	PROTO-CUNEIFORM SIGN IM-A GUNU	Lo;0;L;;;;;N
668	1674	12868	𒡨	IM~b	IM~b	o0029111	IM-B	PROTO-CUNEIFORM SIGN IM-B	Lo;0;L;;;;;N
669	1678	12869	𒡩	IN~b	IN~b	o0029113	IN-B	PROTO-CUNEIFORM SIGN IN-B	Lo;0;L;;;;;N
669.1	1679	1286A	𒡪	IN~b	IN~b~v1	o0035690	IN-B VARIANT 1	PROTO-CUNEIFORM SIGN IN-B VARIANT 1	Lo;0;L;;;;;N
670	1680	1286B	𒡫	IN~d	IN~d	o0029115	IN-D	PROTO-CUNEIFORM SIGN IN-D	Lo;0;L;;;;;N
671	1683	1286C	𒡬	IR~a	IR~a	o0029120	IR-A	PROTO-CUNEIFORM SIGN IR-A	Lo;0;L;;;;;N
672	1685	1286D	𒡭	IR~b	IR~b	o0029122	IR-B	PROTO-CUNEIFORM SIGN IR-B	Lo;0;L;;;;;N
673	1686	1286E	𒡮	IR~c	IR~c	o0029123	IR-C	PROTO-CUNEIFORM SIGN IR-C	Lo;0;L;;;;;N
674	1687	1286F	𒡯	IR~d	IR~d	o0029125	IR-D	PROTO-CUNEIFORM SIGN IR-D	Lo;0;L;;;;;N
675	1689	12870	𒡰	IR11	IR₁₁	o0029116	IR11	PROTO-CUNEIFORM SIGN IR11	Lo;0;L;;;;;N
675.1	1690	12871	𒡱	IR11	IR₁₁~v1	o0035692	IR11 VARIANT 1	PROTO-CUNEIFORM SIGN IR11 VARIANT 1	Lo;0;L;;;;;N
676	1691	12872	𒡲	IRHAN	IRHAN	o0029127	IRHAN	PROTO-CUNEIFORM SIGN IRHAN	Lo;0;L;;;;;N
677	1693	12873	𒡳	ISZ~a	IŠ~a	o0029129	ISH-A	PROTO-CUNEIFORM SIGN ISH-A	Lo;0;L;;;;;N
677.1	1694	12874	𒡴	ISZ~a	IŠ~a~v1	o0035694	ISH-A VARIANT 1	PROTO-CUNEIFORM SIGN ISH-A VARIANT 1	Lo;0;L;;;;;N
678	1696	12875	𒡵	ISZ~b	IŠ~b~v1	o0035696	ISH-B	PROTO-CUNEIFORM SIGN ISH-B	Lo;0;L;;;;;N
678.1	1695	12876	𒡶	ISZ~b	IŠ~b	o0029131	ISH-B VARIANT 1	PROTO-CUNEIFORM SIGN ISH-B VARIANT 1	Lo;0;L;;;;;N
678.2	1697	12877	𒡷	ISZ~b	IŠ~b~v2	o0035698	ISH-B VARIANT 2	PROTO-CUNEIFORM SIGN ISH-B VARIANT 2	Lo;0;L;;;;;N
678.3	1698	12878	𒡸	ISZ~b	IŠ~b~v3	o0035700	ISH-B VARIANT 3	PROTO-CUNEIFORM SIGN ISH-B VARIANT 3	Lo;0;L;;;;;N
678.4	1699	12879	𒡹	ISZ~b	IŠ~b~v4	o0035702	ISH-B VARIANT 4	PROTO-CUNEIFORM SIGN ISH-B VARIANT 4	Lo;0;L;;;;;N
678.5	1700	1287A	𒡺	ISZ~b	IŠ~b~v5	o0035704	ISH-B VARIANT 5	PROTO-CUNEIFORM SIGN ISH-B VARIANT 5	Lo;0;L;;;;;N
679	1701	1287B	𒡻	ISZ~c	IŠ~c	o0029132	ISH-C	PROTO-CUNEIFORM SIGN ISH-C	Lo;0;L;;;;;N
680	1706	1287C	𒡼	KA~a	KA~a	o0029144	KA-A	PROTO-CUNEIFORM SIGN KA-A	Lo;0;L;;;;;N
681	1718	1287D	𒡽	KA2~a	KA₂~a	o0029134	KA2-A	PROTO-CUNEIFORM SIGN KA2-A	Lo;0;L;;;;;N
682	1719	1287E	𒡾	KA2~b	KA₂~b	o0029136	KA2-B	PROTO-CUNEIFORM SIGN KA2-B	Lo;0;L;;;;;N
683	1720	1287F	𒡿	KA2~c	KA₂~c	o0029138	KA2-C	PROTO-CUNEIFORM SIGN KA2-C	Lo;0;L;;;;;N
684	1721	12880	𒢀	KA2~d	KA₂~d	o0029140	KA2-D	PROTO-CUNEIFORM SIGN KA2-D	Lo;0;L;;;;;N
685	1723	12881	𒢁	KAB	KAB	o0000263	KAB	PROTO-CUNEIFORM SIGN KAB	Lo;0;L;;;;;N
686	1726	12882	𒢂	KAD4~a	KAD₄~a	o0029151	KAD4-A	PROTO-CUNEIFORM SIGN KAD4-A	Lo;0;L;;;;;N
687	1727	12883	𒢃	KAD4~b	KAD₄~b	o0029153	KAD4-B	PROTO-CUNEIFORM SIGN KAD4-B	Lo;0;L;;;;;N
688	1728	12884	𒢄	KAD4~c1	KAD₄~c1	o0029155	KAD4-C1	PROTO-CUNEIFORM SIGN KAD4-C1	Lo;0;L;;;;;N
689	1729	12885	𒢅	KAD4~c2	KAD₄~c2	o0029157	KAD4-C2	PROTO-CUNEIFORM SIGN KAD4-C2	Lo;0;L;;;;;N
690	1732	12886	𒢆	KAK~a	KAK~a	o0029161	KAK-A	PROTO-CUNEIFORM SIGN KAK-A	Lo;0;L;;;;;N
691	1734	12887	𒢇	KAK~b	KAK~b	o0029163	KAK-B	PROTO-CUNEIFORM SIGN KAK-B	Lo;0;L;;;;;N
692	1736	12888	𒢈	KAL~a	KAL~a	o0029165	KAL-A	PROTO-CUNEIFORM SIGN KAL-A	Lo;0;L;;;;;N
693	1737	12889	𒢉	KAL~b1	KAL~b1	o0029177	KAL-B1	PROTO-CUNEIFORM SIGN KAL-B1	Lo;0;L;;;;;N
693.1	1738	1288A	𒢊	KAL~b1	KAL~b1~v1	o0035708	KAL-B1 VARIANT 1	PROTO-CUNEIFORM SIGN KAL-B1 VARIANT 1	Lo;0;L;;;;;N
694	1739	1288B	𒢋	KAL~b2	KAL~b2	o0029179	KAL-B2	PROTO-CUNEIFORM SIGN KAL-B2	Lo;0;L;;;;;N
695	1741	1288C	𒢌	KALAM~a	KALAM~a	o0029167	KALAM-A	PROTO-CUNEIFORM SIGN KALAM-A	Lo;0;L;;;;;N
696	1742	1288D	𒢍	KALAM~b	KALAM~b	o0029169	KALAM-B	PROTO-CUNEIFORM SIGN KALAM-B	Lo;0;L;;;;;N
697	1743	1288E	𒢎	KALAM~c	KALAM~c	o0029171	KALAM-C	PROTO-CUNEIFORM SIGN KALAM-C	Lo;0;L;;;;;N
698	1744	1288F	𒢏	KALAM~d	KALAM~d	o0029172	KALAM-D	PROTO-CUNEIFORM SIGN KALAM-D	Lo;0;L;;;;;N
699	1745	12890	𒢐	KALAM~e	KALAM~e	o0029173	KALAM-E	PROTO-CUNEIFORM SIGN KALAM-E	Lo;0;L;;;;;N
700	1746	12891	𒢑	KALAM~f	KALAM~f	o0029175	KALAM-F	PROTO-CUNEIFORM SIGN KALAM-F	Lo;0;L;;;;;N
701	1750	12892	𒢒	KAR	KAR	o0029185	KAR	PROTO-CUNEIFORM SIGN KAR	Lo;0;L;;;;;N
702	1752	12893	𒢓	KAR2~a	KAR₂~a	o0029181	KAR2-A	PROTO-CUNEIFORM SIGN KAR2-A	Lo;0;L;;;;;N
703	1754	12894	𒢔	KAR2~b	KAR₂~b	o0029183	KAR2-B	PROTO-CUNEIFORM SIGN KAR2-B	Lo;0;L;;;;;N
704	1760	12895	𒢕	KASZ~a	KAŠ~a	o0029188	KASH-A	PROTO-CUNEIFORM SIGN KASH-A	Lo;0;L;;;;;N
704.1	1761	12896	𒢖	KASZ~a	KAŠ~a~v1	o0035710	KASH-A VARIANT 1	PROTO-CUNEIFORM SIGN KASH-A VARIANT 1	Lo;0;L;;;;;N
705	1762	12897	𒢗	KASZ~b	KAŠ~b	o0029190	KASH-B	PROTO-CUNEIFORM SIGN KASH-B	Lo;0;L;;;;;N
705.1	1765	12898	𒢘	KASZ~b	KAŠ~b~v1	o0035711	KASH-B VARIANT 1	PROTO-CUNEIFORM SIGN KASH-B VARIANT 1	Lo;0;L;;;;;N
706	1764	12899	𒢙	KASZ~b@t	KAŠ~b@t	o0029192	KASH-B TENU	PROTO-CUNEIFORM SIGN KASH-B TENU	Lo;0;L;;;;;N
707	1767	1289A	𒢚	KASZ~c	KAŠ~c	o0029196	KASH-C	PROTO-CUNEIFORM SIGN KASH-C	Lo;0;L;;;;;N
708	1768	1289B	𒢛	KASZ~d	KAŠ~d	o0029198	KASH-D	PROTO-CUNEIFORM SIGN KASH-D	Lo;0;L;;;;;N
709	1756	1289C	𒢜	KASKAL	KASKAL	o0000275	KASKAL	PROTO-CUNEIFORM SIGN KASKAL	Lo;0;L;;;;;N
710	1757	1289D	𒢝	KASKAL@g	KASKAL@g	o0029187	KASKAL GUNU	PROTO-CUNEIFORM SIGN KASKAL GUNU	Lo;0;L;;;;;N
711	1771	1289E	𒢞	KESZ2	KEŠ₂	o0000278	KESH2	PROTO-CUNEIFORM SIGN KESH2	Lo;0;L;;;;;N
712	1772	1289F	𒢟	KI	KI	o0000279	KI	PROTO-CUNEIFORM SIGN KI	Lo;0;L;;;;;N
713	1774	128A0	𒢠	KI@n	KI@n	o0029218	KI NUTILLU	PROTO-CUNEIFORM SIGN KI NUTILLU	Lo;0;L;;;;;N
714	1778	128A1	𒢡	KIB	KIB	o0029200	KIB	PROTO-CUNEIFORM SIGN KIB	Lo;0;L;;;;;N
715	1779	128A2	𒢢	KIB@g	KIB@g	o0000280	KIB GUNU	PROTO-CUNEIFORM SIGN KIB GUNU	Lo;0;L;;;;;N
716	1781	128A3	𒢣	KID~a	KID~a	o0029201	KID-A	PROTO-CUNEIFORM SIGN KID-A	Lo;0;L;;;;;N
717	1782	128A4	𒢤	KID~b	KID~b	o0029202	KID-B	PROTO-CUNEIFORM SIGN KID-B	Lo;0;L;;;;;N
718	1783	128A5	𒢥	KID~c	KID~c	o0029203	KID-C	PROTO-CUNEIFORM SIGN KID-C	Lo;0;L;;;;;N
719	1784	128A6	𒢦	KID~d	KID~d	o0029205	KID-D	PROTO-CUNEIFORM SIGN KID-D	Lo;0;L;;;;;N
720	1785	128A7	𒢧	KID~e	KID~e	o0029207	KID-E	PROTO-CUNEIFORM SIGN KID-E	Lo;0;L;;;;;N
721	1786	128A8	𒢨	KIN	KIN	o0000282	KIN	PROTO-CUNEIFORM SIGN KIN	Lo;0;L;;;;;N
