191	FOUR-N1 FLAT			
192	FOUR-N2			
193	FOUR-N3			
194	FOUR-N4			
195	FOUR-N4 FLAT			
196	FOUR-N5			
197	FOUR-N8			
198	FOUR-N8-B			
199	FOUR-N8-C			
200	FOUR-N14			
201	FOUR-N14 FLAT			
202	FOUR-N15			
203	FOUR-N18			
204	FOUR-N19			
205	FOUR-N19 FLAT			
206	FOUR-N20			
207	FOUR-N21			
208	FOUR-N24			
209	FOUR-N34			
210	FOUR-N34 FLAT			
211	FOUR-N36			
212	FOUR-N39-A			
213	FOUR-N39-B			
214	FOUR-N40			
215	FOUR-N41			
216	FOUR-N42-A			
217	FOUR-N42-B			
218	FOUR-N43			
219	FOUR-N45			
220	FOUR-N45 FLAT			
221	FOUR-N48			
222	FOUR-N49			
223	FOUR-N50			
224	FOUR-N51			
225	FOUR-N51 FLAT			
226	FOUR-N52			
227	FOUR-N54			
228	FOUR-N57			
229	FOUR-N58			
230	FOUR-N59			
231	FOUR-N62			
232	FOUR-LAGAB-A			
233	FIVE-N1			
234	FIVE-N1 FLAT			
235	FIVE-N2			
236	FIVE-N3			
237	FIVE-N4			
238	FIVE-N4 FLAT			
239	FIVE-N5			
240	FIVE-N8			
241	FIVE-N14			
241.1	FIVE-N14 VARIANT 1			
242	FIVE-N14 FLAT			
243	FIVE-N15			
244	FIVE-N18			
245	FIVE-N19			
246	FIVE-N19 FLAT			
247	FIVE-N20			
248	FIVE-N21			
249	FIVE-N23			
250	FIVE-N34			
251	FIVE-N34 FLAT			
252	FIVE-N35			
253	FIVE-N36			
254	FIVE-N45			
255	FIVE-N45 FLAT			
256	FIVE-N48			
257	FIVE-N49			
258	FIVE-N50			
259	FIVE-N51			
260	FIVE-N51 FLAT			
261	FIVE-N52			
262	FIVE-N54			
263	FIVE-N57			
264	FIVE-N58			
265	SIX-N1			
266	SIX-N1 FLAT			
267	SIX-N2			
268	SIX-N8			
269	SIX-N14			
269.1	SIX-N14 VARIANT 1			
270	SIX-N14 FLAT			
271	SIX-N18			
272	SIX-N19			
273	SIX-N19 FLAT			
274	SIX-N20			
275	SIX-N21			
276	SIX-N24			
277	SIX-N34			
278	SIX-N34 FLAT			
279	SIX-N36			
280	SIX-N45			
281	SIX-N45 FLAT			
282	SIX-N48			
283	SIX-N51			
284	SIX-N51 FLAT			
285	SIX-N57			
285.1	SIX-N57 VARIANT 1			
286	SIX-LAGAB-A			
287	SEVEN-N1			
288	SEVEN-N1 FLAT			
289	SEVEN-N2			
290	SEVEN-N8			
291	SEVEN-N14			
292	SEVEN-N14 FLAT			
293	SEVEN-N18			
294	SEVEN-N19			
295	SEVEN-N19 FLAT			
296	SEVEN-N20			
297	SEVEN-N23			
298	SEVEN-N34			
299	SEVEN-N34 FLAT			
300	SEVEN-N36			
301	SEVEN-N45			
302	SEVEN-N45 FLAT			
303	SEVEN-N48			
304	SEVEN-N51			
305	SEVEN-N51 FLAT			
306	SEVEN-N57			
307	EIGHT-N1			
308	EIGHT-N1 FLAT			
309	EIGHT-N2			
310	EIGHT-N8			
311	EIGHT-N14			
312	EIGHT-N14 FLAT			
313	EIGHT-N18			
314	EIGHT-N19			
315	EIGHT-N19 FLAT			
316	EIGHT-N20			
317	EIGHT-N34			
318	EIGHT-N34 FLAT			
319	EIGHT-N36			
320	EIGHT-N45 FLAT			
321	EIGHT-N51			
322	EIGHT-N51 FLAT			
323	EIGHT-N57			
324	EIGHT-N58			
325	NINE-N1			
325.1	NINE-N1 VARIANT 1			
326	NINE-N1 FLAT			
327	NINE-N2			
328	NINE-N8			
329	NINE-N14			
330	NINE-N14 FLAT			
331	NINE-N18			
331.1	NINE-N18 VARIANT 1			
332	NINE-N19			
332.1	NINE-N19 VARIANT 1			
333	NINE-N19 FLAT			
334	NINE-N20			
335	NINE-N34			
336	NINE-N34 FLAT			
337	NINE-N36			
338	NINE-N45			
339	NINE-N45 FLAT			
340	NINE-N51 FLAT			
341	NINE-N57			
342	NINE-N58			
343	TEN-N1			
344	TEN-N14			
345	TEN-N14 FLAT			
346	TEN-N57			
347	TEN-N58			
348	TWELVE-N14			
349	TWELVE-N58			
350	A			
351	A TENU			
352	A GUNU			
353	A2			
354	AB-A			
354.1	AB-A VARIANT 1			
355	AB-A GUNU			
356	AB-B			
357	AB2			
357.1	AB2 VARIANT 1			
358	ABGAL			
358.1	ABGAL VARIANT 1			
359	ABRIG			
360	ABZU			
361	AD-A			
362	AD-B			
363	AD-C			
364	ADAB			
365	ADDA			
366	ADDA TENU-2			
367	AGAR2			
368	AK-A			
369	AK-B			
370	AL			
371	ALAN-A			
372	ALAN-B			
373	ALAN-C			
374	ALAN-D			
375	ALAN-E			
376	ALAN-F			
377	ALIM			
378	AM-A			
379	AM-B			
380	AMA-A			
380.1	AMA-A VARIANT 1			
381	AMA-B			
382	AMAR			
382.1	AMAR VARIANT 1			
382.2	AMAR VARIANT 2			
383	AMAR GUNU			
384	AN			
384.1	AN VARIANT 1			
384.2	AN VARIANT 2			
385	ANSHE-A			
386	ANSHE-B			
387	ANSHE-C			
388	ANSHE-E			
389	ANZU2			
390	APIN-A			
391	APIN-B			
392	APIN-C			
393	ARARMA2-A			
393.1	ARARMA2-A VARIANT 1			
394	ARARMA2-B			
395	ARATTA			
396	ASAL2			
397	ASAR			
398	ASH2			
399	AZ			
400	AZU			
401	BA			
402	BAD			
403	BAD3-A			
404	BAD3-B1			
405	BAD3-B2			
406	BAHAR2-A			
406.1	BAHAR2-A VARIANT 1			
407	BAHAR2-B			
407.1	BAHAR2-B VARIANT 1			
408	BAHAR2-C			
409	BALA-A			
410	BALA-B			
410.1	BALA-B VARIANT 1			
411	BALAG			
411.1	BALAG VARIANT 1			
412	BAN-A			
412.1	BAN-A VARIANT 1			
412.2	BAN-A VARIANT 2			
413	BAN-B			
414	BANSHUR-A			
415	BANSHUR-A TENU			
416	BANSHUR-B1			
417	BANSHUR-B2			
418	BANSHUR-C			
419	BAPPIR-A			
420	BAPPIR-B			
421	BAPPIR-C			
422	BAPPIR-D			
423	BAPPIR-E			
424	BAPPIR-F			
425	BAR			
426	BARA2-A			
426.1	BARA2-A VARIANT 1			
427	BARA2-B			
427.1	BARA2-B VARIANT 1			
428	BARA3			
429	BIR-A			
430	BIR-B			
431	BIR-C			
432	BIR3-A			
432.1	BIR3-A VARIANT 1			
433	BIR3-B			
433.1	BIR3-B VARIANT 1			
434	BIR3-C			
435	BU-A			
435.1	BU-A VARIANT 1			
436	BU-B			
437	BU3			
438	BULUG			
439	BULUG3			
440	BUR-A			
441	BUR-B			
442	BUR-C			
443	BUR-D			
444	BUR2			
445	DA-A			
446	DA-B			
447	DA-C			
448	DA-D			
449	DAG			
450	DAH			
451	DAM			
452	DANNA			
453	DAR-A			
454	DAR-B			
455	DAR-C			
456	DAR-D			
457	DARA3-A			
458	DARA3-B			
459	DARA3-C			
459.1	DARA3-C VARIANT 1			
460	DARA3-D			
461	DARA4-A1			
462	DARA4-A2			
463	DARA4-A3			
464	DARA4-B			
465	DARA4-C1			
466	DARA4-C2			
467	DARA4-C3			
468	DARA4-C4			
469	DARA4-C5			
470	DI			
471	DI TENU			
472	DIB			
472.1	DIB VARIANT 1			
473	DILMUN			
473.1	DILMUN VARIANT 1			
473.2	DILMUN VARIANT 2			
474	DIM-A			
475	DIM-B			
476	DIM-C			
477	DIN			
478	DIN TENU			
479	DU			
480	DU GUNU			
481	DU6-A			
481.1	DU6-A VARIANT 1			
482	DU6-B			
483	DU6-C			
484	DU7			
485	DU8-A			
486	DU8-B			
486.1	DU8-B VARIANT 1			
487	DU8-C			
488	DU8-C GUNU			
488.1	DU8-C GUNU VARIANT 1			
489	DUB-A			
490	DUB-B			
490.1	DUB-B VARIANT 1			
490.2	DUB-B VARIANT 2			
490.3	DUB-B VARIANT 3			
490.4	DUB-B VARIANT 4			
491	DUB-C			
492	DUB-D			
493	DUB-E			
494	DUB-F			
495	DUB2			
496	DUG-A			
496.1	DUG-A VARIANT 1			
496.2	DUG-A VARIANT 2			
497	DUG-B			
497.1	DUG-B VARIANT 1			
498	DUG-C			
498.1	DUG-C VARIANT 1			
499	DUG-C TENU			
500	DUG-D			
501	DUGUD			
502	DUR-A			
503	DUR-B			
504	DUR2			
505	E-A			
506	E-B			
507	E-C			
508	E-D			
509	E-E			
510	E2-A			
511	E2-B			
512	E2-C			
513	E2-D			
514	E3-A			
515	E3-B			
516	EDIN			
517	EN-A			
517.1	EN-A VARIANT 1			
517.2	EN-A VARIANT 2			
517.3	EN-A VARIANT 3			
518	EN-B			
518.1	EN-B VARIANT 1			
519	EN-B TENU			
520	EN-C			
520.1	EN-C VARIANT 1			
521	EN-E			
522	EN GUNU-A			
523	EN GUNU-B			
524	EN2			
525	ENDIB			
526	ENGIZ			
527	ENKUM			
527.1	ENKUM VARIANT 1			
528	ENLIL			
529	ENSI			
530	ENSI2			
531	ERIM-A			
532	ERIM-B1			
533	ERIM-B2			
534	ERIM2			
535	ERIN			
536	ESHDA			
537	ESHGAR			
538	EZEN-A			
538.1	EZEN-A VARIANT 1			
539	EZEN-B			
540	EZEN-B TENU			
541	EZEN-C			
542	EZINU-A			
543	EZINU-B			
544	EZINU-C			
545	EZINU-D			
546	GA-A			
546.1	GA-A VARIANT 1			
546.2	GA-A VARIANT 2			
546.3	GA-A VARIANT 3			
546.4	GA-A VARIANT 4			
547	GA-B			
548	GA-C			
549	GA2-A1			
550	GA2-A2			
551	GA2-A3			
552	GA2-A4			
553	GA2-B			
554	GA2-C			
555	GAAR-A1			
556	GAAR-A2			
557	GAAR-B1			
558	GAAR-B2			
559	GADA-A			
560	GADA-B			
561	GADA-B GUNU			
562	GAL-A			
563	GAL-B			
564	GALGA-A			
565	GALGA-B			
566	GAN-A			
566.1	GAN-A VARIANT 1			
567	GAN-B			
567.1	GAN-B VARIANT 1			
567.2	GAN-B VARIANT 2			
567.3	GAN-B VARIANT 3			
568	GAN-C			
568.1	GAN-C VARIANT 1			
569	GAN-D			
570	GAN2			
571	GAR			
572	GAR GUNU-A			
573	GAR GUNU-B			
574	GAR GUNU-C			
575	GAR3			
576	GARA2-A			
577	GARA2-B			
578	GAZI			
579	GESHTIN-A			
580	GESHTIN-C			
581	GESHTU-A			
581.1	GESHTU-A VARIANT 1			
581.2	GESHTU-A VARIANT 2			
582	GESHTU-B			
583	GESHTU-C3			
583.1	GESHTU-C3 VARIANT 1			
584	GESHTU-C5			
585	GI			
585.1	GI VARIANT 1			
586	GI TENU			
587	GI4-A			
588	GI4-B			
589	GI6			
589.1	GI6 VARIANT 1			
590	GIBIL			
591	GIBIL TENU			
592	GIBIL6			
593	GIG			
594	GIL			
595	GIR-A			
596	GIR-B			
596.1	GIR-B VARIANT 1			
597	GIR-C			
598	GIR-D			
599	GIR2-A			
600	GIR2-B			
601	GIR3-A			
602	GIR3-B			
603	GIR3-C			
604	GIR3 GUNU-A			
605	GIR3 GUNU-B			
606	GIR3 GUNU-C			
607	GIR4			
608	GISAL-A			
609	GISAL-B			
610	GISH			
611	GISH-X			
612	GISH TENU			
613	GISH3-A			
614	GISH3-B			
615	GISHGAL			
615.1	GISHGAL VARIANT 1			
616	GISHIMMAR-A1			
617	GISHIMMAR-A2			
618	GISHIMMAR-A3			
619	GISHIMMAR-B1			
619.1	GISHIMMAR-B1 VARIANT 1			
619.2	GISHIMMAR-B1 VARIANT 2			
620	GISHIMMAR-B3			
621	GIZZAL-X			
622	GU			
623	GU2			
624	GU4			
624.1	GU4 VARIANT 1			
625	GU4 GUNU			
626	GU7			
626.1	GU7 VARIANT 1			
627	GUB3-A			
628	GUB3-B			
629	GUB3-C			
630	GUB3-D			
631	GUG2			
631.1	GUG2 VARIANT 1			
632	GUG2 TENU			
633	GUKKAL-A			
634	GUKKAL-B			
635	GUKKAL-C			
636	GUKKAL-D			
637	GUL			
638	GUM-A			
639	GUM-B			
639.1	GUM-B VARIANT 1			
640	GUM-B NUTILLU			
640.1	GUM-B NUTILLU VARIANT 1			
641	GUN3-A			
642	GUN3-B			
643	GUR			
644	GURUSH-A			
644.1	GURUSH-A VARIANT 1			
645	GURUSH-B			
646	GURUSHDA			
647	HAL			
648	HALUB			
649	HASHHUR			
650	HI			
651	HI GUNU-A			
652	HI GUNU-B			
653	HI GUNU-C			
654	HUB2			
655	I			
656	IB-A			
657	IB-A NUTILLU			
658	IB-B			
659	IDIGNA			
659.1	IDIGNA VARIANT 1			
660	IG-A			
661	IG-B			
662	IGI			
663	IL			
664	ILDUM-A			
665	ILDUM-B			
666	IM-A			
667	IM-A GUNU			
668	IM-B			
669	IN-B			
669.1	IN-B VARIANT 1			
670	IN-D			
671	IR-A			
672	IR-B			
673	IR-C			
674	IR-D			
675	IR11			
675.1	IR11 VARIANT 1			
676	IRHAN			
677	ISH-A			
677.1	ISH-A VARIANT 1			
678	ISH-B			
678.1	ISH-B VARIANT 1			
678.2	ISH-B VARIANT 2			
678.3	ISH-B VARIANT 3			
678.4	ISH-B VARIANT 4			
678.5	ISH-B VARIANT 5			
679	ISH-C			
680	KA-A			
681	KA2-A			
682	KA2-B			
683	KA2-C			
684	KA2-D			
685	KAB			
686	KAD4-A			
687	KAD4-B			
688	KAD4-C1			
689	KAD4-C2			
690	KAK-A			
691	KAK-B			
692	KAL-A			
693	KAL-B1			
693.1	KAL-B1 VARIANT 1			
694	KAL-B2			
695	KALAM-A			
696	KALAM-B			
697	KALAM-C			
698	KALAM-D			
699	KALAM-E			
700	KALAM-F			
701	KAR			
702	KAR2-A			
703	KAR2-B			
704	KASH-A			
704.1	KASH-A VARIANT 1			
705	KASH-B			
705.1	KASH-B VARIANT 1			
706	KASH-B TENU			
707	KASH-C			
708	KASH-D			
709	KASKAL			
710	KASKAL GUNU			
711	KESH2			
712	KI			
713	KI NUTILLU			
714	KIB			
715	KIB GUNU			
716	KID-A			
717	KID-B			
718	KID-C			
719	KID-D			
720	KID-E			
721	KIN			
722	KIN2-A			
723	KIN2-C			
724	KIN2-D			
725	KIN2-E			
726	KINGAL			
726.1	KINGAL VARIANT 1			
727	KIR11			
728	KISAL-A1			
729	KISAL-A2			
730	KISAL-B1			
731	KISAL-B2			
732	KISAL-B2 TENU			
733	KISAL-B3			
734	KISH			
734.1	KISH VARIANT 1			
735	KISHIK-A			
736	KISHIK-B			
737	KISIM-A			
738	KISIM-B			
738.1	KISIM-B VARIANT 1			
738.2	KISIM-B VARIANT 2			
738.3	KISIM-B VARIANT 3			
739	KISIM-C			
740	KITI			
740.1	KITI VARIANT 1			
741	KU-A			
742	KU-A TENU			
743	KU-B1			
744	KU-B2			
745	KU3-A			
746	KU3-C			
747	KU6-A			
748	KU6-A SHESSHIG			
749	KU6-C			
750	KU6-D			
751	KUN			
752	KUR-A			
753	KUR-B			
754	KUR-C			
754.1	KUR-C VARIANT 1			
755	KUR-D			
756	KUR GUNU-A			
757	KUR GUNU-B			
758	KUSHU2-A			
759	KUSHU2-B			
760	KUSHU2-C			
761	KUSHU2-D			
762	KUSHU2-E			
763	KUSHU2-F			
764	LA-B			
765	LA-C			
766	LA-D			
767	LA-E			
768	LA2			
769	LAGAB-A			
770	LAGAB-B			
771	LAGAR-A			
772	LAGAR-A REVERSED			
773	LAGAR-B1			
774	LAGAR-B2			
775	LAGAR-C			
776	LAHTAN2			
777	LAK025			
778	LAK050			
779	LAK172			
780	LAK251			
781	LAK350			
782	LAK777			
783	LAL2-A			
784	LAL2-B			
785	LAL3-A			
786	LAL3-B			
787	LAL3-C			
788	LAM-A			
789	LAM-B			
789.1	LAM-B VARIANT 1			
789.2	LAM-B VARIANT 2			
790	LAM-B TENU			
791	LAM-B SHESSHIG			
792	LAM-B REVERSED			
793	LAM-C			
794	LI			
794.1	LI VARIANT 1			
795	LISH			
796	LU2			
796.1	LU2 VARIANT 1			
796.2	LU2 VARIANT 2			
797	LU2 TENU			
798	LUGAL			
798.1	LUGAL VARIANT 1			
799	LUM			
800	MA			
800.1	MA VARIANT 1			
801	MA2			
802	MAGUR-A			
803	MAGUR-B			
804	MAH-A			
805	MAH-B			
806	MAR-A			
806.1	MAR-A VARIANT 1			
807	MAR-A TENU			
808	MAR-B			
809	MASH			
810	MASH2			
811	MASH2 GUNU			
812	ME-A			
813	ME-B			
814	ME3			
815	MEN-A			
815.1	MEN-A VARIANT 1			
816	MEN-B			
817	MES			
817.1	MES VARIANT 1			
818	MIR-A			
819	MIR-B			
820	MU			
821	MUD			
821.1	MUD VARIANT 1			
822	MUD3-A			
823	MUD3-A GUNU			
824	MUD3-B			
825	MUD3-C			
826	MUD3-D			
827	MUL			
828	MUN-A1			
829	MUN-A2			
830	MUN-A3			
831	MUN-A4			
832	MUN-B			
833	MUNSHUB-A			
834	MUNSHUB-B			
835	MUNU3			
836	MURUB2			
837	MUSH			
838	MUSH3-A			
838.1	MUSH3-A VARIANT 1			
838.2	MUSH3-A VARIANT 2			
839	MUSH3-A GUNU			
839.1	MUSH3-A GUNU VARIANT 1			
840	MUSH3-B			
841	MUSHEN			
842	NA-A			
843	NA-B			
844	NA-C			
845	NA-D			
846	NA2-A			
846.1	NA2-A VARIANT 1			
847	NA2-B1			
848	NA2-B2			
849	NAB			
849.1	NAB VARIANT 1			
849.2	NAB VARIANT 2			
850	NAGA-A			
851	NAGA-B			
852	NAGAR-A			
852.1	NAGAR-A VARIANT 1			
852.2	NAGAR-A VARIANT 2			
852.3	NAGAR-A VARIANT 3			
853	NAGAR-B			
853.1	NAGAR-B VARIANT 1			
854	NAM-A			
855	NAM-B			
856	NAM-C			
857	NAM-D			
858	NAM2			
859	NAM2 TENU			
860	NAM2 GUNU			
861	NAMESHDA			
861.1	NAMESHDA VARIANT 1			
862	NANNA-A			
862.1	NANNA-A VARIANT 1			
863	NANNA-B			
864	NANSHE-A			
865	NANSHE-B			
866	NAR			
867	NE-A			
867.1	NE-A VARIANT 1			
867.2	NE-A VARIANT 2			
868	NE-B			
869	NE-C			
870	NE-D			
871	NERGAL-X			
872	NESAG2-A			
872.1	NESAG2-A VARIANT 1			
873	NESAG2-B			
873.1	NESAG2-B VARIANT 1			
874	NESAG2-B TENU			
875	NI-A			
876	NI-A GUNU			
877	NI-B			
878	NI2			
879	NIGIN			
880	NIM-A			
881	NIM-B1			
882	NIM-B2			
883	NIM-B3			
884	NIMGIR			
884.1	NIMGIR VARIANT 1			
885	NIN			
886	NINDA2			
886.1	NINDA2 VARIANT 1			
887	NINKUM			
888	NINLIL			
889	NIR-A			
890	NIR-B			
891	NU			
892	NU GUNU			
893	NU11			
894	NU11 TENU			
895	NUMUN			
896	NUMUN2			
897	NUN-A			
898	NUN-B			
899	NUN-C			
899.1	NUN-C VARIANT 1			
899.2	NUN-C VARIANT 2			
899.3	NUN-C VARIANT 3			
900	NUN-D			
901	NUNUZ-A0			
902	NUNUZ-A1			
903	NUNUZ-A1 TENU			
904	NUNUZ-A2			
905	NUNUZ-B1			
906	NUNUZ-B2			
907	NUNUZ-C			
907.1	NUNUZ-C VARIANT 1			
907.2	NUNUZ-C VARIANT 2			
907.3	NUNUZ-C VARIANT 3			
908	PA-A			
908.1	PA-A VARIANT 1			
908.2	PA-A VARIANT 2			
909	PA-B			
910	PA3			
911	PAD-A			
912	PAD-B			
913	PAP-A			
914	PAP-A TENU			
915	PAP-B			
915.1	PAP-B VARIANT 1			
916	PIRIG-A1			
917	PIRIG-A2			
918	PIRIG-A3			
919	PIRIG-B1			
920	PIRIG-B2			
921	PU2			
922	RA			
923	RAD-A			
924	RAD-A TENU			
925	RAD-A GUNU			
926	RAD-B			
927	RI			
928	RI-X			
929	RI8-A			
930	RI8-B			
931	RU			
931.1	RU VARIANT 1			
932	RU TENU			
933	SA-A			
934	SA-C			
934.1	SA-C VARIANT 1			
935	SAG			
935.1	SAG VARIANT 1			
935.2	SAG VARIANT 2			
936	SAG GUNU			
937	SAG NUTILLU			
938	SAGSHU			
939	SAL			
940	SANGA-A			
940.1	SANGA-A VARIANT 1			
940.2	SANGA-A VARIANT 2			
941	SANGA-B			
941.1	SANGA-B VARIANT 1			
942	SANGA-C			
943	SAR-A			
944	SAR-B			
945	SAR-C			
946	SHA			
946.1	SHA VARIANT 1			
946.2	SHA VARIANT 2			
947	SHA GUNU			
948	SHA3-A1			
949	SHA3-A2			
950	SHA3-B			
951	SHA3-C			
952	SHA3-D			
953	SHAB-A			
953.1	SHAB-A VARIANT 1			
954	SHAB-B			
954.1	SHAB-B VARIANT 1			
955	SHAGAN			
955.1	SHAGAN VARIANT 1			
956	SHAGINA			
957	SHAH2-A			
958	SHAH2-B			
959	SHAH2-C			
960	SHAKIR-A			
961	SHAKIR-B			
962	SHAKIR-C			
963	SHAM2			
964	SHANDANA-A			
965	SHANDANA-B			
966	SHE-A			
967	SHE-A TENU			
968	SHE-B			
969	SHE-C			
970	SHE3			
970.1	SHE3 VARIANT 1			
971	SHE3 TENU			
971.1	SHE3 TENU VARIANT 1			
972	SHEG9			
973	SHELU			
974	SHEN-A			
974.1	SHEN-A VARIANT 1			
975	SHEN-B			
975.1	SHEN-B VARIANT 1			
976	SHEN-C			
977	SHEN-C TENU			
978	SHEN-D			
978.1	SHEN-D VARIANT 1			
978.2	SHEN-D VARIANT 2			
979	SHEN-E			
980	SHENNUR-A			
981	SHENNUR-B			
982	SHESH-A			
982.1	SHESH-A VARIANT 1			
983	SHESH-B			
984	SHIDIM			
985	SHIDIM TENU			
986	SHIM-A			
986.1	SHIM-A VARIANT 1			
986.2	SHIM-A VARIANT 2			
987	SHIM-B			
988	SHIR-A			
988.1	SHIR-A VARIANT 1			
989	SHIR-B			
989.1	SHIR-B VARIANT 1			
989.2	SHIR-B VARIANT 2			
990	SHITA-A1			
991	SHITA-A2			
992	SHITA-A3			
993	SHITA-B1			
994	SHITA-B2			
995	SHITA-B3			
996	SHITA-C			
997	SHITA GUNU-A			
997.1	SHITA GUNU-A VARIANT 1			
998	SHITA GUNU-B			
999	SHU			
1000	SHU GUNU			
1001	SHU SHESSHIG			
1002	SHU2			
1002.1	SHU2 VARIANT 1			
1003	SHU12			
1004	SHUBUR			
1005	SHUM			
1006	SHUR2-A			
1007	SHUR2-B			
1008	SHURUPPAK-A			
1008.1	SHURUPPAK-A VARIANT 1			
1009	SHURUPPAK-B			
1009.1	SHURUPPAK-B VARIANT 1			
1010	SHURUPPAK-C			
1011	SI			
1011.1	SI VARIANT 1			
1012	SI4-A			
1013	SI4-B			
1014	SI4-C			
1015	SI4-D			
1015.1	SI4-D VARIANT 1			
1016	SI4-F			
1016.1	SI4-F VARIANT 1			
1017	SIG			
1018	SIG GUNU			
1019	SIG2-A1			
1020	SIG2-A2			
1021	SIG2-A3			
1021.1	SIG2-A3 VARIANT 1			
1021.2	SIG2-A3 VARIANT 2			
1022	SIG2-A4			
1023	SIG2-B			
1024	SIG2-C1			
1025	SIG2-C2			
1026	SIG2-D1			
1027	SIG2-D2			
1027.1	SIG2-D2 VARIANT 1			
1028	SIG2-D3			
1029	SIG2-D4			
1030	SIG2-E			
1031	SIG4			
1032	SIG7			
1032.1	SIG7 VARIANT 1			
1033	SIKIL			
1034	SILA3-A			
1035	SILA3-B			
1036	SILA3-C			
1037	SILA4-A			
1038	SILA4-B			
1039	SILA4-C			
1040	SILA4-D			
1041	SILANITA			
1042	SIMUG			
1042.1	SIMUG VARIANT 1			
1043	SIPA			
