serial	char	cdli	ap23-name	action	comment	pcsl	new-name	new-code	sort	components
709	𒢜	KASKAL	KASKAL			KASKAL			1757	
710	𒢝	KASKAL@g	KASKAL GUNU			KASKAL@g			1758	
711	𒢞	KESZ2	KESH2	remove		KEŠ₂			1772	
712	𒢟	KI	KI			KI			1773	
713	𒢠	KI@n	KI NUTILLU			KI@n			1775	
714	𒢡	KIB	KIB			KIB			1779	
715	𒢢	KIB@g	KIB GUNU			KIB@g			1780	
716	𒢣	KID~a	KID-A			KID~a			1782	
717	𒢤	KID~b	KID-B			KID~b			1783	
718	𒢥	KID~c	KID-C			KID~c			1784	
719	𒢦	KID~d	KID-D			KID~d			1785	
720	𒢧	KID~e	KID-E			KID~e			1786	
721	𒢨	KIN	KIN			KIN			1787	
722	𒢩	KIN2~a	KIN2-A			KIN₂~a			1789	
723	𒢪	KIN2~c	KIN2-C			KIN₂~c			1791	
724	𒢫	KIN2~d	KIN2-D			KIN₂~d			1792	
725	𒢬	KIN2~e	KIN2-E			KIN₂~e			1793	
726	𒢭	KINGAL	KINGAL			KINGAL			1794	
726.1	𒢮	KINGAL	KINGAL VARIANT 1			KINGAL~v1			1795	
727	𒢯	KIR11	KIR11			KIR₁₁			1796	
728	𒢰	KISAL~a1	KISAL-A1			KISAL~a1			1798	
729	𒢱	KISAL~a2	KISAL-A2			KISAL~a2			1799	
730	𒢲	KISAL~b1	KISAL-B1			KISAL~b1			1800	
731	𒢳	KISAL~b2	KISAL-B2			KISAL~b2			1801	
732	𒢴	KISAL~b2@t	KISAL-B2 TENU			KISAL~b2@t			1802	
733	𒢵	KISAL~b3	KISAL-B3			KISAL~b3			1803	
734	𒢶	KISZ	KISH			KIŠ			1813	
734.1	𒢷	KISZ	KISH VARIANT 1			KIŠ~v1			1814	
735	𒢸	KISZIK~a	KISHIK-A			KIŠIK~a			1816	
736	𒢹	KISZIK~b	KISHIK-B			KIŠIK~b			1817	
737	𒢺	KISIM~a	KISIM-A			KISIM~a			1807	
738	𒢻	KISIM~b	KISIM-B			KISIM~b			1808	
738.1	𒢼	KISIM~b	KISIM-B VARIANT 1			KISIM~b~v1			1809	
738.2	𒢽	KISIM~b	KISIM-B VARIANT 2			KISIM~b~v2			1810	
738.3	𒢾	KISIM~b	KISIM-B VARIANT 3			KISIM~b~v3			1811	
739	𒢿	KISIM~c	KISIM-C			KISIM~c			1812	
740	𒣀	KITI	KITI			KITI			1818	
740.1	𒣁	KITI	KITI VARIANT 1			KITI~v1			1819	
741	𒣂	KU~a	KU-A			KU~a			1821	
742	𒣃	KU~a@t	KU-A TENU	remove		KU~a@t			1822	
743	𒣄	KU~b1	KU-B1			KU~b1			1823	
744	𒣅	KU~b2	KU-B2			KU~b2			1824	
745	𒣆	KU3~a	KU3-A			KU₃~a			1831	
746	𒣇	KU3~c	KU3-C			KU₃~c			1832	
747	𒣈	KU6~a	KU6-A			KU₆~a			1833	
748	𒣉	KU6~a@s	KU6-A SHESSHIG			KU₆~a@s			1837	
749	𒣊	KU6~c	KU6-C			KU₆~c			1838	
750	𒣋	KU6~d	KU6-D			KU₆~d			1839	
751	𒣌	KUN	KUN	remove		KUN			1841	
752	𒣍	KUR~a	KUR-A			KUR~a			1845	
753	𒣎	KUR~b	KUR-B			KUR~b			1848	
754	𒣏	KUR~c	KUR-C			KUR~c			1850	
754.1	𒣐	KUR~c	KUR-C VARIANT 1			KUR~c~v1			1851	
755	𒣑	KUR~d	KUR-D			KUR~d			1852	
756	𒣒	KUR@g~a	KUR GUNU-A			KUR@g~a			1855	
757	𒣓	KUR@g~b	KUR GUNU-B			KUR@g~b			1856	
758	𒣔	KUSZU2~a	KUSHU2-A			KUŠU₂~a			1858	
759	𒣕	KUSZU2~b	KUSHU2-B			KUŠU₂~b			1860	
760	𒣖	KUSZU2~c	KUSHU2-C			KUŠU₂~c			1861	
761	𒣗	KUSZU2~d	KUSHU2-D			KUŠU₂~d			1862	
762	𒣘	KUSZU2~e	KUSHU2-E			KUŠU₂~e			1863	
763	𒣙	KUSZU2~f	KUSHU2-F			KUŠU₂~f			1864	
764	𒣚	LA~b	LA-B			LA~b			1866	
765	𒣛	LA~c	LA-C			LA~c			1867	
766	𒣜	LA~d	LA-D			LA~d			1868	
767	𒣝	LA~e	LA-E	remove		LA~e			1869	
768	𒣞	LA2	LA2			LA₂			1871	
769	𒣟	LAGAB~a	LAGAB-A			LAGAB~a			1908	
770	𒣠	LAGAB~b	LAGAB-B			LAGAB~b			1940	
771	𒣡	LAGAR~a	LAGAR-A			LAGAR~a			1968	
772	𒣢	LAGAR~a@r	LAGAR-A REVERSED			LAGAR~a@r			1969	
773	𒣣	LAGAR~b1	LAGAR-B1			LAGAR~b1			1970	
774	𒣤	LAGAR~b2	LAGAR-B2			LAGAR~b2			1971	
775	𒣥	LAGAR~c	LAGAR-C			LAGAR~c			1972	
776	𒣦	LAHTAN2	LAHTAN2			LAHTAN₂			1974	
777	𒣧	LAK025	LAK025	remove		LAK025			1975	
778	𒣨	LAK050	LAK050	remove		LAK050			1976	
779	𒣩	LAK172	LAK172	remove		LAK172			1977	
780	𒣪	LAK251	LAK251	remove		LAK251			1978	
781	𒣫	LAK350	LAK350	remove		LAK350			1979	
782	𒣬	LAK777	LAK777	remove		LAK777			1981	
783	𒣭	LAL2~a	LAL2-A			LAL₂~a			1987	
784	𒣮	LAL2~b	LAL2-B			LAL₂~b			1992	
785	𒣯	LAL3~a	LAL3-A			LAL₃~a			1993	
786	𒣰	LAL3~b	LAL3-B			LAL₃~b			1994	
787	𒣱	LAL3~c	LAL3-C	remove		LAL₃~c			1995	
788	𒣲	LAM~a	LAM-A			LAM~a			1998	
789	𒣳	LAM~b	LAM-B			LAM~b			1999	
789.1	𒣴	LAM~b	LAM-B VARIANT 1			LAM~b~v1			2000	
789.2	𒣵	LAM~b	LAM-B VARIANT 2			LAM~b~v2			2001	
790	𒣶	LAM~b@t	LAM-B TENU			LAM~b@t			2004	
791	𒣷	LAM~b@s	LAM-B SHESSHIG			LAM~b@s			2003	
792	𒣸	LAM~b@r	LAM-B REVERSED			LAM~b@r			2002	
793	𒣹	LAM~c	LAM-C	remove		LAM~c			2005	
794	𒣺	LI	LI			LI			2010	
794.1	𒣻	LI	LI VARIANT 1			LI~v1			2011	
795	𒣼	LISZ	LISH			LIŠ			2012	
796	𒣽	LU2	LU2			LU₂			2013	
796.1	𒣾	LU2	LU2 VARIANT 1			LU₂~v1			2016	
796.2	𒣿	LU2	LU2 VARIANT 2			LU₂~v2			2017	
797	𒤀	LU2@t	LU2 TENU	remove		LU₂@t			2018	
798	𒤁	LUGAL	LUGAL			LUGAL			2019	
798.1	𒤂	LUGAL	LUGAL VARIANT 1			LUGAL~v1			2020	
799	𒤃	LUM	LUM			LUM			2022	
800	𒤄	MA	MA			MA			2023	
800.1	𒤅	MA	MA VARIANT 1			MA~v1			2029	
801	𒤆	MA2	MA2			MA₂			2033	
802	𒤇	MAGUR~a	MAGUR-A			MAGUR~a			2035	
803	𒤈	MAGUR~b	MAGUR-B			MAGUR~b			2036	
804	𒤉	MAH~a	MAH-A			MAH~a			2053	
805	𒤊	MAH~b	MAH-B			MAH~b			2069	
806	𒤋	MAR~a	MAR-A			MAR~a			2079	
806.1	𒤌	MAR~a	MAR-A VARIANT 1			MAR~a~v1			2080	
807	𒤍	MAR~a@t	MAR-A TENU			MAR~a@t			2081	
808	𒤎	MAR~b	MAR-B			MAR~b			2082	
809	𒤏	MASZ	MASH			MAŠ			2091	
810	𒤐	MASZ2	MASH2			MAŠ₂			2092	
811	𒤑	MASZ2@g	MASH2 GUNU			MAŠ₂@g			2093	
812	𒤒	ME~a	ME-A			ME~a			2096	
813	𒤓	ME~b	ME-B			ME~b			2097	
814	𒤔	ME3	ME3			ME₃			2098	
815	𒤕	MEN~a	MEN-A			MEN~a			2100	
815.1	𒤖	MEN~a	MEN-A VARIANT 1			MEN~a~v1			2101	
816	𒤗	MEN~b	MEN-B			MEN~b			2102	
817	𒤘	MES	MES			MES			2103	
817.1	𒤙	MES	MES VARIANT 1			MES~v1			2105	
818	𒤚	MIR~a	MIR-A			MIR~a			2107	
819	𒤛	MIR~b	MIR-B			MIR~b			2108	
820	𒤜	MU	MU			MU			2109	
821	𒤝	MUD	MUD			MUD			2110	
821.1	𒤞	MUD	MUD VARIANT 1			MUD~v1			2111	
822	𒤟	MUD3~a	MUD3-A			MUD₃~a			2113	
823	𒤠	MUD3~a@g	MUD3-A GUNU			MUD₃~a@g			2114	
824	𒤡	MUD3~b	MUD3-B			MUD₃~b			2116	
825	𒤢	MUD3~c	MUD3-C			MUD₃~c			2117	
826	𒤣	MUD3~d	MUD3-D			MUD₃~d			2118	
827	𒤤	MUL	MUL			MUL			2121	
828	𒤥	MUN~a1	MUN-A1			MUN~a1			2123	
829	𒤦	MUN~a2	MUN-A2			MUN~a2			2124	
830	𒤧	MUN~a3	MUN-A3			MUN~a3			2125	
831	𒤨	MUN~a4	MUN-A4			MUN~a4			2126	
832	𒤩	MUN~b	MUN-B			MUN~b			2127	
833	𒤪	MUNSZUB~a	MUNSHUB-A			MUNŠUB~a			2129	
834	𒤫	MUNSZUB~b	MUNSHUB-B			MUNŠUB~b			2130	
835	𒤬	MUNU3	MUNU3			MUNU₃			2131	
836	𒤭	MURUB2	MURUB2			MURUB₂			2132	
837	𒤮	MUSZ	MUSH			MUŠ			2133	
838	𒤯	MUSZ3~a	MUSH3-A			MUŠ₃~a			2135	
838.1	𒤰	MUSZ3~a	MUSH3-A VARIANT 1			MUŠ₃~a~v1			2136	
838.2	𒤱	MUSZ3~a	MUSH3-A VARIANT 2			MUŠ₃~a~v2			2137	
839	𒤲	MUSZ3~a@g	MUSH3-A GUNU			MUŠ₃~a@g			2138	
839.1	𒤳	MUSZ3~a@g	MUSH3-A GUNU VARIANT 1			MUŠ₃~a@g~v1			2139	
840	𒤴	MUSZ3~b	MUSH3-B			MUŠ₃~b			2140	
841	𒤵	MUSZEN	MUSHEN			MUŠEN			2142	
842	𒤶	NA~a	NA-A			NA~a			2625	
843	𒤷	NA~b	NA-B			NA~b			2626	
844	𒤸	NA~c	NA-C			NA~c			2627	
845	𒤹	NA~d	NA-D			NA~d			2628	
846	𒤺	NA2~a	NA2-A			NA₂~a			2630	
846.1	𒤻	NA2~a	NA2-A VARIANT 1			NA₂~a~v1			2631	
847	𒤼	NA2~b1	NA2-B1			NA₂~b1			2634	
848	𒤽	NA2~b2	NA2-B2			NA₂~b2			2635	
849	𒤾	NAB	NAB			NAB			2638	
849.1	𒤿	NAB	NAB VARIANT 1			NAB~v1			2639	
849.2	𒥀	NAB	NAB VARIANT 2			NAB~v2			2640	
850	𒥁	NAGA~a	NAGA-A			NAGA~a			2643	
851	𒥂	NAGA~b	NAGA-B			NAGA~b			2645	
852	𒥃	NAGAR~a	NAGAR-A			NAGAR~a			2647	
852.1	𒥄	NAGAR~a	NAGAR-A VARIANT 1			NAGAR~a~v1			2648	
852.2	𒥅	NAGAR~a	NAGAR-A VARIANT 2			NAGAR~a~v2			2649	
852.3	𒥆	NAGAR~a	NAGAR-A VARIANT 3			NAGAR~a~v3			2650	
853	𒥇	NAGAR~b	NAGAR-B			NAGAR~b			2651	
853.1	𒥈	NAGAR~b	NAGAR-B VARIANT 1			NAGAR~b~v1			2652	
854	𒥉	NAM~a	NAM-A			NAM~a			2654	
855	𒥊	NAM~b	NAM-B			NAM~b			2655	
856	𒥋	NAM~c	NAM-C			NAM~c			2656	
857	𒥌	NAM~d	NAM-D			NAM~d			2657	
858	𒥍	NAM2	NAM2			NAM₂			2658	
859	𒥎	NAM2@t	NAM2 TENU			NAM₂@t			2661	
860	𒥏	NAM2@g	NAM2 GUNU			NAM₂@g			2660	
861	𒥐	NAMESZDA	NAMESHDA			NAMEŠDA			2662	
861.1	𒥑	NAMESZDA	NAMESHDA VARIANT 1			NAMEŠDA~v1			2663	
862	𒥒	NANNA~a	NANNA-A			NANNA~a			2665	
862.1	𒥓	NANNA~a	NANNA-A VARIANT 1			NANNA~a~v1			2666	
863	𒥔	NANNA~b	NANNA-B			NANNA~b			2667	
864	𒥕	NANSZE~a	NANSHE-A			NANŠE~a			2669	
865	𒥖	NANSZE~b	NANSHE-B			NANŠE~b			2670	
866	𒥗	NAR	NAR			NAR			2671	
867	𒥘	NE~a	NE-A			NE~a			2674	
867.1	𒥙	NE~a	NE-A VARIANT 1			NE~a~v1			2675	
867.2	𒥚	NE~a	NE-A VARIANT 2			NE~a~v2			2676	
868	𒥛	NE~b	NE-B			NE~b			2677	
869	𒥜	NE~c	NE-C			NE~c			2678	
870	𒥝	NE~d	NE-D			NE~d			2679	
871	𒥞	NERGAL~x	NERGAL-X	rename		NERGAL~v	PROTO-CUNEIFORM SIGN NERGAL-V		2682	
872	𒥟	NESAG2~a	NESAG2-A			NESAG₂~a			2684	
872.1	𒥠	NESAG2~a	NESAG2-A VARIANT 1	remove		NESAG₂~a1			2685	
873	𒥡	NESAG2~b	NESAG2-B			NESAG₂~b			2687	
873.1	𒥢	NESAG2~b	NESAG2-B VARIANT 1			NESAG₂~b~v1			2688	
874	𒥣	NESAG2~b@t	NESAG2-B TENU			NESAG₂~b@t			2689	
875	𒥤	NI~a	NI-A			NI~a			2697	
876	𒥥	NI~a@g	NI-A GUNU			NI~a@g			2701	
877	𒥦	NI~b	NI-B			NI~b			2702	
878	𒥧	NI2	NI2			NI₂			2706	
879	𒥨	NIGIN	NIGIN			NIGIN			2707	
880	𒥩	NIM~a	NIM-A			NIM~a			2709	
881	𒥪	NIM~b1	NIM-B1			NIM~b1			2710	
882	𒥫	NIM~b2	NIM-B2			NIM~b2			2711	
883	𒥬	NIM~b3	NIM-B3			NIM~b3			2712	
884	𒥭	NIMGIR	NIMGIR			NIMGIR			2714	
884.1	𒥮	NIMGIR	NIMGIR VARIANT 1			NIMGIR~v1			2715	
885	𒥯	NIN	NIN			NIN			2717	
886	𒥰	NINDA2	NINDA2			NINDA₂			2718	
886.1	𒥱	NINDA2	NINDA2 VARIANT 1			NINDA₂~v1			2783	
887	𒥲	NINKUM	NINKUM			NINKUM			2784	
888	𒥳	NINLIL	NINLIL			NINLIL			2785	
889	𒥴	NIR~a	NIR-A			NIR~a			2788	
890	𒥵	NIR~b	NIR-B			NIR~b			2790	
891	𒥶	NU	NU			NU			2792	
892	𒥷	NU@g	NU GUNU			NU@g			2793	
893	𒥸	NU11	NU11			NU₁₁			2794	
894	𒥹	NU11@t	NU11 TENU			NU₁₁@t			2797	
895	𒥺	NUMUN	NUMUN			NUMUN			2798	
896	𒥻	NUMUN2	NUMUN2			NUMUN₂			2799	
897	𒥼	NUN~a	NUN-A			NUN~a			2806	
898	𒥽	NUN~b	NUN-B			NUN~b			2814	
899	𒥾	NUN~c	NUN-C			NUN~c			2818	
899.1	𒥿	NUN~c	NUN-C VARIANT 1			NUN~c~v1			2819	
899.2	𒦀	NUN~c	NUN-C VARIANT 2			NUN~c~v2			2820	
899.3	𒦁	NUN~c	NUN-C VARIANT 3			NUN~c~v3			2821	
900	𒦂	NUN~d	NUN-D			NUN~d			2822	
901	𒦃	NUNUZ~a0	NUNUZ-A0			NUNUZ~a0			2824	
902	𒦄	NUNUZ~a1	NUNUZ-A1			NUNUZ~a1			2825	
903	𒦅	NUNUZ~a1@t	NUNUZ-A1 TENU			NUNUZ~a1@t			2826	
904	𒦆	NUNUZ~a2	NUNUZ-A2			NUNUZ~a2			2827	
905	𒦇	NUNUZ~b1	NUNUZ-B1			NUNUZ~b1			2828	
906	𒦈	NUNUZ~b2	NUNUZ-B2			NUNUZ~b2			2829	
907	𒦉	NUNUZ~c	NUNUZ-C			NUNUZ~c			2830	
907.1	𒦊	NUNUZ~c	NUNUZ-C VARIANT 1			NUNUZ~c~v1			2831	
907.2	𒦋	NUNUZ~c	NUNUZ-C VARIANT 2			NUNUZ~c~v2			2832	
907.3	𒦌	NUNUZ~c	NUNUZ-C VARIANT 3			NUNUZ~c~v3			2833	
908	𒦍	PA~a	PA-A			PA~a			2841	
908.1	𒦎	PA~a	PA-A VARIANT 1			PA~a~v1			2842	
908.2	𒦏	PA~a	PA-A VARIANT 2			PA~a~v2			2843	
909	𒦐	PA~b	PA-B			PA~b			2844	
910	𒦑	PA3	PA3	remove		PA₃			2845	
911	𒦒	PAD~a	PAD-A			PAD~a			2847	
912	𒦓	PAD~b	PAD-B			PAD~b			2848	
913	𒦔	PAP~a	PAP-A			PAP~a			2850	
914	𒦕	PAP~a@t	PAP-A TENU			PAP~a@t			2851	
915	𒦖	PAP~b	PAP-B			PAP~b			2852	
915.1	𒦗	PAP~b	PAP-B VARIANT 1			PAP~b~v1			2853	
916	𒦘	PIRIG~a1	PIRIG-A1			PIRIG~a1			2860	
917	𒦙	PIRIG~a2	PIRIG-A2			PIRIG~a2			2861	
918	𒦚	PIRIG~a3	PIRIG-A3			PIRIG~a3			2862	
919	𒦛	PIRIG~b1	PIRIG-B1			PIRIG~b1			2863	
920	𒦜	PIRIG~b2	PIRIG-B2			PIRIG~b2			2868	
921	𒦝	PU2	PU2			PU₂			2869	
922	𒦞	RA	RA			RA			2870	
923	𒦟	RAD~a	RAD-A	newglyph	NEW GLYPH=󿿽	RAD~a		FFFFD	2872	
924	𒦠	RAD~a@t	RAD-A TENU			RAD~a@t			2874	
925	𒦡	RAD~a@g	RAD-A GUNU			RAD~a@g			2873	
926	𒦢	RAD~b	RAD-B			RAD~b			2875	
927	𒦣	RI	RI	remove		RI			2878	
928	𒦤	RI~x	RI-X	delete	# Duplicates 930 RI₈~b 𒦤	RI~x			2879	
929	𒦥	RI8~a	RI8-A			RI₈~a			2881	
930	𒦦	RI8~b	RI8-B			RI₈~b			2882	
931	𒦧	RU	RU			RU			2883	
931.1	𒦨	RU	RU VARIANT 1			RU~v1			2885	
932	𒦩	RU@t	RU TENU			RU@t			2886	
933	𒦪	SA~a	SA-A			SA~a			2888	
934	𒦫	SA~c	SA-C			SA~c			2889	
934.1	𒦬	SA~c	SA-C VARIANT 1			SA~c~v1			2890	
935	𒦭	SAG	SAG			SAG			2891	
935.1	𒦮	SAG	SAG VARIANT 1			SAG~v1			2909	
935.2	𒦯	SAG	SAG VARIANT 2			SAG~v2			2914	
936	𒦰	SAG@g	SAG GUNU			SAG@g			2916	
937	𒦱	SAG@n	SAG NUTILLU			SAG@n			2917	
938	𒦲	SAGSZU	SAGSHU			SAGŠU			2919	
939	𒦳	SAL	SAL			SAL			2920	
940	𒦴	SANGA~a	SANGA-A			SANGA~a			2934	
940.1	𒦵	SANGA~a	SANGA-A VARIANT 1			SANGA~a~v1			2935	
940.2	𒦶	SANGA~a	SANGA-A VARIANT 2			SANGA~a~v2			2936	
941	𒦷	SANGA~b	SANGA-B			SANGA~b			2937	
941.1	𒦸	SANGA~b	SANGA-B VARIANT 1			SANGA~b~v1			2938	
942	𒦹	SANGA~c	SANGA-C			SANGA~c			2939	
943	𒦺	SAR~a	SAR-A			SAR~a			2945	
944	𒦻	SAR~b	SAR-B			SAR~b			2947	
945	𒦼	SAR~c	SAR-C			SAR~c			2948	
946	𒦽	SZA	SHA			ŠA			3170	
946.1	𒦾	SZA	SHA VARIANT 1			ŠA~v1			3175	
946.2	𒦿	SZA	SHA VARIANT 2			ŠA~v2			3176	
947	𒧀	SZA@g	SHA GUNU			ŠA@g			3177	
948	𒧁	SZA3~a1	SHA3-A1			ŠA₃~a1			3180	
949	𒧂	SZA3~a2	SHA3-A2			ŠA₃~a2			3181	
950	𒧃	SZA3~b	SHA3-B			ŠA₃~b			3183	
951	𒧄	SZA3~c	SHA3-C			ŠA₃~c			3185	
952	𒧅	SZA3~d	SHA3-D			ŠA₃~d			3186	
953	𒧆	SZAB~a	SHAB-A			ŠAB~a			3189	
953.1	𒧇	SZAB~a	SHAB-A VARIANT 1			ŠAB~a~v1			3190	
954	𒧈	SZAB~b	SHAB-B			ŠAB~b			3191	
954.1	𒧉	SZAB~b	SHAB-B VARIANT 1			ŠAB~b~v1			3192	
955	𒧊	SZAGAN	SHAGAN			ŠAGAN			3193	
955.1	𒧋	SZAGAN	SHAGAN VARIANT 1			ŠAGAN~v1			3194	
956	𒧌	SZAGINA	SHAGINA			ŠAGINA			3195	
957	𒧍	SZAH2~a	SHAH2-A			ŠAH₂~a			3197	
958	𒧎	SZAH2~b	SHAH2-B			ŠAH₂~b			3199	
959	𒧏	SZAH2~c	SHAH2-C			ŠAH₂~c			3200	
960	𒧐	SZAKIR~a	SHAKIR-A			ŠAKIR~a			3202	
961	𒧑	SZAKIR~b	SHAKIR-B			ŠAKIR~b			3203	
962	𒧒	SZAKIR~c	SHAKIR-C			ŠAKIR~c			3204	
963	𒧓	SZAM2	SHAM2			ŠAM₂			3205	
964	𒧔	SZANDANA~a	SHANDANA-A			ŠANDANA~a			3207	
965	𒧕	SZANDANA~b	SHANDANA-B			ŠANDANA~b			3208	
966	𒧖	SZE~a	SHE-A			ŠE~a			3214	
967	𒧗	SZE~a@t	SHE-A TENU			ŠE~a@t			3227	
968	𒧘	SZE~b	SHE-B			ŠE~b			3230	
969	𒧙	SZE~c	SHE-C			ŠE~c			3231	
970	𒧚	SZE3	SHE3			ŠE₃			3233	
970.1	𒧛	SZE3	SHE3 VARIANT 1			ŠE₃~v1			3234	
971	𒧜	SZE3@t	SHE3 TENU			ŠE₃@t			3235	
971.1	𒧝	SZE3@t	SHE3 TENU VARIANT 1			ŠE₃@t~v1			3236	
972	𒧞	SZEG9	SHEG9			ŠEG₉			3237	
973	𒧟	SZELU	SHELU			ŠELU			3238	
974	𒧠	SZEN~a	SHEN-A			ŠEN~a			3241	
974.1	𒧡	SZEN~a	SHEN-A VARIANT 1			ŠEN~a~v1			3242	
975	𒧢	SZEN~b	SHEN-B			ŠEN~b			3243	
975.1	𒧣	SZEN~b	SHEN-B VARIANT 1			ŠEN~b~v1			3244	
976	𒧤	SZEN~c	SHEN-C			ŠEN~c			3245	
977	𒧥	SZEN~c@t	SHEN-C TENU			ŠEN~c@t			3246	
978	𒧦	SZEN~d	SHEN-D			ŠEN~d			3247	
978.1	𒧧	SZEN~d	SHEN-D VARIANT 1			ŠEN~d~v1			3249	
978.2	𒧨	SZEN~d	SHEN-D VARIANT 2			ŠEN~d~v2			3250	
979	𒧩	SZEN~e	SHEN-E			ŠEN~e			3251	
980	𒧪	SZENNUR~a	SHENNUR-A			ŠENNUR~a			3254	
981	𒧫	SZENNUR~b	SHENNUR-B			ŠENNUR~b			3255	
982	𒧬	SZESZ~a	SHESH-A			ŠEŠ~a			3258	
982.1	𒧭	SZESZ~a	SHESH-A VARIANT 1			ŠEŠ~a~v1			3259	
983	𒧮	SZESZ~b	SHESH-B			ŠEŠ~b			3260	
984	𒧯	SZIDIM	SHIDIM			ŠIDIM			3261	
985	𒧰	SZIDIM@t	SHIDIM TENU			ŠIDIM@t			3262	
986	𒧱	SZIM~a	SHIM-A			ŠIM~a			3264	
986.1	𒧲	SZIM~a	SHIM-A VARIANT 1			ŠIM~a~v1			3265	
986.2	𒧳	SZIM~a	SHIM-A VARIANT 2			ŠIM~a~v2			3266	
987	𒧴	SZIM~b	SHIM-B			ŠIM~b			3267	
988	𒧵	SZIR~a	SHIR-A			ŠIR~a			3269	
988.1	𒧶	SZIR~a	SHIR-A VARIANT 1			ŠIR~a~v1			3270	
989	𒧷	SZIR~b	SHIR-B			ŠIR~b			3271	
989.1	𒧸	SZIR~b	SHIR-B VARIANT 1			ŠIR~b~v1			3272	
989.2	𒧹	SZIR~b	SHIR-B VARIANT 2			ŠIR~b~v2			3273	
990	𒧺	SZITA~a1	SHITA-A1			ŠITA~a1			3283	
991	𒧻	SZITA~a2	SHITA-A2			ŠITA~a2			3291	
992	𒧼	SZITA~a3	SHITA-A3			ŠITA~a3			3292	
993	𒧽	SZITA~b1	SHITA-B1			ŠITA~b1			3294	
994	𒧾	SZITA~b2	SHITA-B2			ŠITA~b2			3298	
995	𒧿	SZITA~b3	SHITA-B3			ŠITA~b3			3301	
996	𒨀	SZITA~c	SHITA-C	remove		ŠITA~c			3306	
997	𒨁	SZITA@g~a	SHITA GUNU-A	rename		ŠITA~b3@g	PROTO-CUNEIFORM SIGN SHITA-B3 GUNU		3303	
997.1	𒨂	SZITA@g~a	SHITA GUNU-A VARIANT 1	rename		ŠITA~b1@g	PROTO-CUNEIFORM SIGN SHITA-B1 GUNU		3296	
998	𒨃	SZITA@g~b	SHITA GUNU-B	rename		ŠITA~a1@g	PROTO-CUNEIFORM SIGN SHITA-A1 GUNU		3290	
999	𒨄	SZU	SHU			ŠU			3315	
1000	𒨅	SZU@g	SHU GUNU			ŠU@g			3318	
1001	𒨆	SZU@s	SHU SHESSHIG	remove		ŠU@s			3319	
1002	𒨇	SZU2	SHU2			ŠU₂~a			3344	
1002.1	𒨈	SZU2	SHU2 VARIANT 1			ŠU₂~b			3351	
1003	𒨉	SZU12	SHU12			ŠU₁₂			3343	
1004	𒨊	SZUBUR	SHUBUR			ŠUBUR			3357	
1005	𒨋	SZUM	SHUM			ŠUM			3359	
1006	𒨌	SZUR2~a	SHUR2-A			ŠUR₂~a			3362	
1007	𒨍	SZUR2~b	SHUR2-B			ŠUR₂~b			3363	
1008	𒨎	SZURUPPAK~a	SHURUPPAK-A			ŠURUPPAK~a			3366	
1008.1	𒨏	SZURUPPAK~a	SHURUPPAK-A VARIANT 1			ŠURUPPAK~a~v1			3367	
1009	𒨐	SZURUPPAK~b	SHURUPPAK-B			ŠURUPPAK~b			3368	
1009.1	𒨑	SZURUPPAK~b	SHURUPPAK-B VARIANT 1			ŠURUPPAK~b~v1			3369	
1010	𒨒	SZURUPPAK~c	SHURUPPAK-C	remove		ŠURUPPAK~c			3370	
1011	𒨓	SI	SI			SI			2950	
1011.1	𒨔	SI	SI VARIANT 1			SI~v1			2964	
1012	𒨕	SI4~a	SI4-A			SI₄~a			2966	
1013	𒨖	SI4~b	SI4-B			SI₄~b			2967	
1014	𒨗	SI4~c	SI4-C			SI₄~c			2968	
1015	𒨘	SI4~d	SI4-D			SI₄~d			2969	
1015.1	𒨙	SI4~d	SI4-D VARIANT 1			SI₄~d~v1			2970	
1016	𒨚	SI4~f	SI4-F			SI₄~f			2971	
1016.1	𒨛	SI4~f	SI4-F VARIANT 1			SI₄~f~v1			2972	
1017	𒨜	SIG	SIG			SIG			2973	
1018	𒨝	SIG@g	SIG GUNU			SIG@g			2976	
1019	𒨞	SIG2~a1	SIG2-A1			SIG₂~a1			2983	
1020	𒨟	SIG2~a2	SIG2-A2			SIG₂~a2			2984	
1021	𒨠	SIG2~a3	SIG2-A3			SIG₂~a3			2985	
1021.1	𒨡	SIG2~a3	SIG2-A3 VARIANT 1			SIG₂~a3~v1			2986	
1021.2	𒨢	SIG2~a3	SIG2-A3 VARIANT 2			SIG₂~a3~v2			2987	
1022	𒨣	SIG2~a4	SIG2-A4			SIG₂~a4			2988	
1023	𒨤	SIG2~b	SIG2-B			SIG₂~b			2989	
1024	𒨥	SIG2~c1	SIG2-C1			SIG₂~c1			2993	
1025	𒨦	SIG2~c2	SIG2-C2			SIG₂~c2			2994	
1026	𒨧	SIG2~d1	SIG2-D1			SIG₂~d1			2995	
1027	𒨨	SIG2~d2	SIG2-D2			SIG₂~d2			2996	
1027.1	𒨩	SIG2~d2	SIG2-D2 VARIANT 1			SIG₂~d2~v1			2997	
1028	𒨪	SIG2~d3	SIG2-D3			SIG₂~d3			2998	
1029	𒨫	SIG2~d4	SIG2-D4			SIG₂~d4			2999	
1030	𒨬	SIG2~e	SIG2-E			SIG₂~e			3000	
1031	𒨭	SIG4	SIG4			SIG₄			2980	
1032	𒨮	SIG7	SIG7			SIG₇			2981	
