|DUG~b×SUHUR|	DUG~b	SUHUR
|DUG~b×ŠAH₂~a|	DUG~b	ŠAH₂~a
|DUG~b×ŠE~a|	DUG~b	ŠE~a
|DUG~b×ŠE~a|~v1	DUG~b	ŠE~a	
|DUG~b×ŠE~a|~v2	DUG~b	ŠE~a	
|DUG~b×(ŠE~a.NAM₂)|	DUG~b	ŠE~a.NAM₂
|DUG~b×TAK₄~a|	DUG~b	TAK₄~a
|DUG~b×(TAK₄~a.SA~a)|	DUG~b	TAK₄~a.SA~a
|DUG~b×(TAK₄~a.SAL)|	DUG~b	TAK₄~a.SAL
|DUG~b×TI|	DUG~b	TI
|DUG~a×U₂~a|	DUG~a	U₂~a
|DUG~a×U₂~b|	DUG~a	U₂~b
|DUG~b×U₂~a|	DUG~b	U₂~a
|DUG~b~v1×U₂~b|	DUG~b~v1	U₂~b
|DUG~b~v2×U₂~b|	DUG~b~v2	U₂~b
|DUG~b×UH₃~a|	DUG~b	UH₃~a
|DUG~b×UH₃~a@t|	DUG~b	UH₃~a@t
|DUG~a×X|	DUG~a	X
|DUG~b×X|	DUG~b	X
|DUG~b×X|~v1	DUG~b	X	
|DUG~b×ZATU707~a|	DUG~b	ZATU707~a
|DUG~b×ZATU764|	DUG~b	ZATU764
|DUG~b×ZATU779|	DUG~b	ZATU779
|DUG~b×ZATU780|	DUG~b	ZATU780
|DUG~b×ZATU781|	DUG~b	ZATU781
|DUG~b×(ZATU789.SA~a)|	DUG~b	ZATU789.SA~a
|(DUG~b&DUG~b)×1(N58)|	DUG~b&DUG~b	1(N58)
|E₂~a.LIŠ|	E₂~a	LIŠ
|E₂~b.LIŠ|	E₂~b	LIŠ
|E₂~a×1(N58@t)|	E₂~a	1(N58)
|E₂~b×1(N58@t)|	E₂~b	1(N58)
|E₂~a×3(N58)|	E₂~a	3(N58)
|EN~c&EN~c|	EN~c	EN~c
|EN₂.E₂~a|	EN₂	E₂~a
|EN₂.E₂~b|	EN₂	E₂~b
|EŠDA×TAR~a|	EŠDA	TAR~a
|EZEN~a×EN~a|	EZEN~a	EN~a
|EZEN~a×EN~b|	EZEN~a	EN~b
|EZEN~a×(HI.1(N57).AN)|	EZEN~a	HI.1(N57).AN
|EZEN~a×KAB|	EZEN~a	KAB
|EZEN~a×KI|	EZEN~a	KI
|EZEN~a×LA~e|	EZEN~a	LA~e
|EZEN~a×LA~e|~v1	EZEN~a	LA~e	
|EZEN~b×6(N57)|	EZEN~b	6(N57)
|EZEN~b×6(N57)|~v1	EZEN~b	6(N57)	
|EZEN~a×NIM~b2|	EZEN~a	NIM~b2
|EZEN~a×NIMGIR|	EZEN~a	NIMGIR
|EZEN~a×RAD~a|	EZEN~a	RAD~a
|EZEN~a×SAG|	EZEN~a	SAG
|EZEN~a×SU~a|	EZEN~a	SU~a
|EZEN~a×(U₂~b.A)|	EZEN~a	U₂~b.A
|EZEN~a×U₄|	EZEN~a	U₄
|EZEN~a×X|	EZEN~a	X
|GA~a.ZATU753|	GA~a	ZATU753
|GA~a.ZATU753|~v1	GA~a	ZATU753	
|GA~c×KASKAL|	GA~c	KASKAL
|GA~c×1(N14)|	GA~c	1(N14)
|GA~a×X|	GA~a	X
|GA₂~a1×A|	GA₂~a1	A
|GA₂~b×DUB~a|	GA₂~b	DUB~a
|GA₂~b×DUB~b|	GA₂~b	DUB~b
|GA₂~a1×EN~b|	GA₂~a1	EN~b
|GA₂~a1×GEŠTU~c3|	GA₂~a1	GEŠTU~c3
|GA₂~a1×GEŠTU~c5|	GA₂~a1	GEŠTU~c5
|GA₂~a1×GIR~a|	GA₂~a1	GIR~a
|GA₂~a1×(GIR~a.KU₆~a)|	GA₂~a1	GIR~a.KU₆~a
|GA₂~a1×GIŠ@t|	GA₂~a1	GIŠ@t
|GA₂~a1×GU₄|	GA₂~a1	GU₄
|GA₂~a2×GU₄|	GA₂~a2	GU₄
|GA₂~a2×(GU₄.ŠE₃)|	GA₂~a2	GU₄.ŠE₃
|GA₂~a1×HAL|	GA₂~a1	HAL
|GA₂~a1×HI|	GA₂~a1	HI
|GA₂~a1×(HI.SUHUR)|	GA₂~a1	HI.SUHUR
|GA₂~a1×KU₃~a|	GA₂~a1	KU₃~a
|GA₂~b×KU₃~a|	GA₂~b	KU₃~a
|GA₂~a1×KU₆~a|	GA₂~a1	KU₆~a
|GA₂~a1×(KU₆~a.KU₆~a)|	GA₂~a1	KU₆~a.KU₆~a
|GA₂~a1×LAGAB~b|	GA₂~a1	LAGAB~b
|GA₂~a1×MAŠ|	GA₂~a1	MAŠ
|GA₂~a1×1(N14)|	GA₂~a1	1(N14)
|GA₂~a1×1(N57)|	GA₂~a1	1(N57)
|GA₂~a1×3(N57)|	GA₂~a1	3(N57)
|GA₂~a1×NAGA~a|	GA₂~a1	NAGA~a
|GA₂~a2×NI~a|	GA₂~a2	NI~a
|GA₂~a2×NI~b|	GA₂~a2	NI~b
|GA₂~a1×NIM~b1|	GA₂~a1	NIM~b1
|GA₂~a1×NUN~a|	GA₂~a1	NUN~a
|GA₂~a1×PAD~b|	GA₂~a1	PAD~b
|GA₂~a1×PAP~a|	GA₂~a1	PAP~a
|GA₂~a1×SU~a|	GA₂~a1	SU~a
|GA₂~a1×SUHUR|	GA₂~a1	SUHUR
|GA₂~a2×SUHUR|	GA₂~a2	SUHUR
|GA₂~a1×SUKUD|	GA₂~a1	SUKUD
|GA₂~a1×((SUKUD+SUKUD)~a)|	GA₂~a1	SUKUD+SUKUD~a
|GA₂~a1×((SUKUD+SUKUD)~b)|	GA₂~a1	SUKUD+SUKUD~b
|GA₂~a1×SUMAŠ|	GA₂~a1	SUMAŠ
|GA₂~a1×ŠA|	GA₂~a1	ŠA
|GA₂~a2×ŠE₃|	GA₂~a2	ŠE₃
|GA₂~a1×TI|	GA₂~a1	TI
|GA₂~a1×U₄|	GA₂~a1	U₄
|GA₂~a1×X|	GA₂~a1	X
|GA₂~a2×X|	GA₂~a2	X
|GA₂~a3×X|	GA₂~a3	X
|GA₂~b×ZATU659|	GA₂~b	ZATU659
|GAN~c×DIN|	GAN~c	DIN
|GAN~d×GEŠTU~a|	GAN~d	GEŠTU~a
|GAN~c×HI|	GAN~c	HI
|GAN~d×HI|	GAN~d	HI
|GAN~c×(HI.DIN)|	GAN~c	HI.DIN
|GAN~c×KAŠ~c|	GAN~c	KAŠ~c
|GAN~c×(KUR~a.A)|	GAN~c	KUR~a.A
|GAN~c×LAGAB~b|	GAN~c	LAGAB~b
|GAN~c×NE~a|	GAN~c	NE~a
|GAN~c×SIG₇|	GAN~c	SIG₇
|GAN~c×ŠE~a|	GAN~c	ŠE~a
|GAN~c×ŠE₃@t|	GAN~c	ŠE₃@t
|GAN~c×X|	GAN~c	X
|GAN~c×ZATU777|	GAN~c	ZATU777
|GEŠTIN~c×X|	GEŠTIN~c	X
|GEŠTU~a×ŠE~a@t|	GEŠTU~a	ŠE~a@t
|GI×GIŠ@t|	GI	GIŠ@t
|GI×KU~b1|	GI	KU~b1
|GI×LAGAB~a|	GI	LAGAB~a
|GI×1(N14)|	GI	1(N14)
|GI×1(N58@t)|	GI	1(N58)
|GI×NAM₂|	GI	NAM₂
|GI×SIG₂~d1|	GI	SIG₂~d1
|GI×ŠE₃|	GI	ŠE₃
|GI×X|	GI	X
|GI&GI|	GI	GI
|(GI&GI)×GIŠ@t|	GI&GI	GIŠ@t
|(GI&GI)×ŠE₃|	GI&GI	ŠE₃
|(GI&GI)×X|	GI&GI	X
|GI&GI&GI|	GI	GI	GI
|GI₄~a×A|	GI₄~a	A
|GI₄~a&GI₄~a|	GI₄~a	GI₄~a
|GI₄~b&GI₄~b|	GI₄~b	GI₄~b
|GIR~b.GIR~b|	GIR~b	GIR~b
|GIR~a.KU₆~a|	GIR~a	KU₆~a
|GIR₃~c×KAR₂~b|	GIR₃~c	KAR₂~b
|GIR₃~a×ŠE~b|	GIR₃~a	ŠE~b
|GIR₃~c×ŠE₃|	GIR₃~c	ŠE₃
|GIŠ.TE|	GIŠ	TE
|(GIŠ×(DIN.DIN))~a|	GIŠ×DIN.DIN~a
|(GIŠ×(DIN.DIN))~b|	GIŠ×DIN.DIN~b
|(GIŠ×(DIN.DIN))~c|	GIŠ×DIN.DIN~c
|GIŠ×ŠU₂~a|	GIŠ	ŠU₂~a
|GIŠ×ŠU₂~b|	GIŠ	ŠU₂~b
|GIŠ@t.E₂~a|	GIŠ@t	E₂~a
|GIŠ₃~a&GIŠ₃~a|	GIŠ₃~a	GIŠ₃~a
|GU₄.ZATU755~a|	GU₄	ZATU755~a
|GUG₂×SILA₃~a|	GUG₂	SILA₃~a
|GUG₂×ŠITA~a1|	GUG₂	ŠITA~a1
|GUG₂×TUR|	GUG₂	TUR
|GUKKAL~a.HI@g~a|	GUKKAL~a	HI@g
|GURUŠ~a×2(N14)|	GURUŠ~a	2(N14)
|GURUŠ~b×2(N14)|	GURUŠ~b	2(N14)
|GURUŠ~c×2(N14)|	GURUŠ~c	2(N14)
|HAŠHUR×MA|	HAŠHUR	MA
|HI.SUHUR|	HI	SUHUR
|HI.SUHUR|~v1	HI	SUHUR	
|HI.SUHUR|~v2	HI	SUHUR	
|HI×LAGAB~a|	HI	LAGAB~a
|HI×1(N01@f)|	HI	1(N01)
|HI×1(N57)|	HI	1(N57)
|(HI×1(N57)).(HI×1(N57))|	HI×1(N57)	HI×1(N57)
|HI×1(N57@t)|	HI	1(N57)
|HI×1(N58)|	HI	1(N58)
|HI×ŠE₃@t|	HI	ŠE₃@t
|HI×ZATU707~a|	HI	ZATU707~a
|IR~a.GA₂~a1|	IR~a	GA₂~a1
|KA~a.ŠE~a|	KA~a	ŠE~a
|KA~a.ŠE~a|~v1	KA~a	ŠE~a	
|KA~a×SAR~a|	KA~a	SAR~a
|KA₂×LAM|	KA₂	LAM
|KAB×1(N58)|	KAB	1(N58)
|KAK~a.GA₂~a1|	KAK~a	GA₂~a1
|KAŠ~b×ŠE~a|	KAŠ~b	ŠE~a
|KI@n×DUB~a|	KI@n	DUB~a
|KU₆~a.1(N02)|	KU₆~a	1(N02)
|KU₆~a+GIŠ|	KU₆~a	GIŠ
|KU₆~a+KU₆~a|	KU₆~a	KU₆~a
|KUR~a.E₂~a|	KUR~a	E₂~a
|KUR~b.E₂~a|	KUR~b	E₂~a
|KUR~a.NUNUZ~a1|	KUR~a	NUNUZ~a1
|LAGAB~a×BA|	LAGAB~a	BA
|LAGAB~b×BANŠUR~a|	LAGAB~b	BANŠUR~a
|LAGAB~a×BIR₃~b|	LAGAB~a	BIR₃~b
|LAGAB~a×DU₆~b|	LAGAB~a	DU₆~b
|LAGAB~b×GAʾAR~a1|	LAGAB~b	GAʾAR~a1
|LAGAB~b×HI|	LAGAB~b	HI
|LAGAB~a×KAK~a|	LAGAB~a	KAK~a
|LAGAB~a×KU₆~a|	LAGAB~a	KU₆~a
|LAGAB~a×(KU₆~a+KU₆~a)|	LAGAB~a	KU₆~a+KU₆~a
|LAGAB~b×KUR~e|	LAGAB~b	KUR~e
|LAGAB~a×KUŠU₂~b|	LAGAB~a	KUŠU₂~b
|LAGAB~a×LAGAB~a|	LAGAB~a	LAGAB~a
|LAGAB~a×ME~a|	LAGAB~a	ME~a
|LAGAB~b×1(N01)|	LAGAB~b	1(N01)
|LAGAB~a×2(N14)|	LAGAB~a	2(N14)
|LAGAB~a×NUN~b|	LAGAB~a	NUN~b
|LAGAB~a×PA~a|	LAGAB~a	PA~a
|LAGAB~b×PA~a|	LAGAB~b	PA~a
|LAGAB~a×SI|	LAGAB~a	SI
|LAGAB~b×SI|	LAGAB~b	SI
|LAGAB~a×SIG₇|	LAGAB~a	SIG₇
|LAGAB~a×SU~a|	LAGAB~a	SU~a
|LAGAB~b×SUH₃|	LAGAB~b	SUH₃
|LAGAB~a×ŠA|	LAGAB~a	ŠA
|LAGAB~a×ŠITA~a1|	LAGAB~a	ŠITA~a1
|LAGAB~b×ŠITA~c|	LAGAB~b	ŠITA~c
|LAGAB~a×TI|	LAGAB~a	TI
|LAGAB~a×U₄|	LAGAB~a	U₄
|LAGAB~b×U₄|	LAGAB~b	U₄
|LAGAB~a×UB|	LAGAB~a	UB
|LAGAB~a×X|	LAGAB~a	X
|LAGAB~b×X|	LAGAB~b	X
|LAGAB~a×ZATU753|	LAGAB~a	ZATU753
|LAGAB~b&LAGAB~b|	LAGAB~b	LAGAB~b
|LAL₂~a×EZEN~a|	LAL₂~a	EZEN~a
|LAL₂~a×NIM~b2|	LAL₂~a	NIM~b2
|LU₂×GEŠTU~c3|	LU₂	GEŠTU~c3
|MA×A|	MA	A
|MA×MA|	MA	MA
|MA×2(N57)|	MA	2(N57)
|MA×1(N58)|	MA	1(N58)
|MA×X|	MA	X
|MAH~a×AB₂|	MAH~a	AB₂
|MAH~a×GUKKAL~a|	MAH~a	GUKKAL~a
|MAH~a×KU₆~a|	MAH~a	KU₆~a
|MAH~b×KU₆~a|	MAH~b	KU₆~a
|MAH~a×MAŠ|	MAH~a	MAŠ
|MAH~b×MAŠ|	MAH~b	MAŠ
|MAH~a×NA~a|	MAH~a	NA~a
|MAH~b×NA~a|	MAH~b	NA~a
|MAH~b×SAL|	MAH~b	SAL
|MAH~a×(SILA₃~a×UMBIN~a)|	MAH~a	SILA₃~a×UMBIN~a
|MAH~a×TUG₂~a|	MAH~a	TUG₂~a
|MAH~a×UD₅~a|	MAH~a	UD₅~a
|MAH~a×UDU~a|	MAH~a	UDU~a
|MAH~a×UR~a|	MAH~a	UR~a
|MAH~a×UTUA~a|	MAH~a	UTUA~a
|MAH~a×X|	MAH~a	X
|MAH~a×ZATU659|	MAH~a	ZATU659
|MAR~b×(LAGAB~b.ŠE₃)|	MAR~b	LAGAB~b.ŠE₃
|MAR~b×ŠE~a|	MAR~b	ŠE~a
|MAR~b×X|	MAR~b	X
|MUD₃~a@g×GU|	MUD₃~a@g	GU
|MUŠEN.UR₃~b2|	MUŠEN	UR₃~b2
|MUŠEN×1(N57)|	MUŠEN	1(N57)
|MUŠEN×2(N57)|	MUŠEN	2(N57)
|MUŠEN×3(N57)|	MUŠEN	3(N57)
|MUŠEN×PAP~a|	MUŠEN	PAP~a
|MUŠEN×X|	MUŠEN	X
|NAGA~a×TAK₄~a|	NAGA~a	TAK₄~a
|NAM₂×1(N01)|	NAM₂	1(N01)
|NI~a.RU|	NI~a	RU
|NI~a×1(N57)|	NI~a	1(N57)
|NI~b×4(N57)|	NI~b	4(N57)
|NI~b×X|	NI~b	X
|NINDA₂×AN|	NINDA₂	AN
|NINDA₂×(AN.HI)|	NINDA₂	AN.HI
|NINDA₂×(AN.ME~a)|	NINDA₂	AN.ME~a
|NINDA₂×(AN.X)|	NINDA₂	AN.X
|NINDA₂×BA|	NINDA₂	BA
|NINDA₂×EZEN~b|	NINDA₂	EZEN~b
|NINDA₂×GAʾAR~a1|	NINDA₂	GAʾAR~a1
|NINDA₂×GAR|	NINDA₂	GAR
|NINDA₂×GIŠ|	NINDA₂	GIŠ
|NINDA₂×(GIŠ.DAR~a)|	NINDA₂	GIŠ.DAR~a
|NINDA₂×GU₄|	NINDA₂	GU₄
|NINDA₂×HI|	NINDA₂	HI
|NINDA₂×(HI.AN.ME~a)|	NINDA₂	HI.AN.ME~a
|NINDA₂×(HI~a1.AN.ME~a)|	NINDA₂	HI~a1.AN.ME~a
|NINDA₂×(HI.ME~a)|	NINDA₂	HI.ME~a
|NINDA₂×(HI~a1.ME~a)|	NINDA₂	HI~a1.ME~a
|NINDA₂×(HI.X)|	NINDA₂	HI.X
|NINDA₂×(HI@g~a.1(N06))|	NINDA₂	HI@g~a.1(N06)
|NINDA₂×KAŠ~b|	NINDA₂	KAŠ~b
|NINDA₂×MAR~b|	NINDA₂	MAR~b
|NINDA₂×1(N01)|	NINDA₂	1(N01)
|NINDA₂×2(N01)|	NINDA₂	2(N01)
|NINDA₂×1(N06)|	NINDA₂	1(N06)
|NINDA₂×1(N08)|	NINDA₂	1(N08)
|NINDA₂×NE~a|	NINDA₂	NE~a
|NINDA₂×ŠIM~a|	NINDA₂	ŠIM~a
|NINDA₂×U₄|	NINDA₂	U₄
|NINDA₂×(U₄.X)|	NINDA₂	U₄.X
|NINDA₂×(UDU~a×TAR~a)|	NINDA₂	UDU~a×TAR~a
|NINDA₂×(UDU~a×TAR~b)|	NINDA₂	UDU~a×TAR~b
|NINDA₂×X|	NINDA₂	X
|NINDA₂×(X.MAŠ)|	NINDA₂	X.MAŠ
|NINDA₂×(ZATU659×1(N01))|	NINDA₂	ZATU659×1(N01)
|NIR~a×AN|	NIR~a	AN
|NU₁₁&NU₁₁|	NU₁₁	NU₁₁
|NUN~a+A|	NUN~a	A
|NUN~a+EN~a|	NUN~a	EN~a
|NUN~a+EN~b|	NUN~a	EN~b
|NUN~a+EN~d|	NUN~a	EN~d
|NUN~b+EN~a~v2|	NUN~b	EN~a~v2
|NUN~a+NAM₂|	NUN~a	NAM₂
|PIRIG~b1×UR₂|	PIRIG~b1	UR₂
|SAG×GEŠTU~a|	SAG	GEŠTU~a
|SAG×GEŠTU~b|	SAG	GEŠTU~b
|SAG×GEŠTU~b|~v1	SAG	GEŠTU~b	
|SAG×GEŠTU~c|	SAG	GEŠTU~c
|SAG×LAM~c|	SAG	LAM~c
|SAG×MA|	SAG	MA
|SAG×1(N14)|	SAG	1(N14)
|SAG×SAR~a|	SAG	SAR~a
|SAL.KUR~a|	SAL	KUR~a
|SAL.LAM~b|	SAL	LAM~b
|SAL.ŠU₂|	SAL	ŠU₂
|SAL×1(N58)|	SAL	1(N58)
|SAR~a×ŠE~a|	SAR~a	ŠE~a
|SI×GU₄|	SI	GU₄
|SI×ŠE₃|	SI	ŠE₃
|SIG×1(N57)|	SIG	1(N57)
|SIG₂~b×1(N14)|	SIG₂~b	1(N14)
|SIG₂~b&SIG₂~b|	SIG₂~b	SIG₂~b
|SILA₃~a×A|	SILA₃~a	A
|SILA₃~a×AMAR|	SILA₃~a	AMAR
|SILA₃~a×DUG~a|	SILA₃~a	DUG~a
|SILA₃~a×DUG~a|~v1	SILA₃~a	DUG~a	
|SILA₃~a×DUG~b|	SILA₃~a	DUG~b
|SILA₃~b×DUG~a|	SILA₃~b	DUG~a
|SILA₃~a×GA~a|	SILA₃~a	GA~a
|SILA₃~a×GARA₂~a|	SILA₃~a	GARA₂~a
|SILA₃~a×GEŠTU~a|	SILA₃~a	GEŠTU~a
|SILA₃~a×GEŠTU~c3|	SILA₃~a	GEŠTU~c3
|SILA₃~a×GEŠTU~c5|	SILA₃~a	GEŠTU~c5
|SILA₃~b×GUG₂|	SILA₃~b	GUG₂
|SILA₃~a×HAŠHUR|	SILA₃~a	HAŠHUR
|SILA₃~a×HI|	SILA₃~a	HI
|SILA₃~a×HI@g~a|	SILA₃~a	HI@g
|SILA₃~a×IB~a|	SILA₃~a	IB~a
|SILA₃~a×KAŠ~a|	SILA₃~a	KAŠ~a
|SILA₃~a×KAŠ~c|	SILA₃~a	KAŠ~c
|SILA₃~a×KAŠ~d|	SILA₃~a	KAŠ~d
|SILA₃~a×KU₆~a|	SILA₃~a	KU₆~a
|SILA₃~a×KUR~a|	SILA₃~a	KUR~a
|SILA₃~a×MA|	SILA₃~a	MA
|SILA₃~a×MAŠ|	SILA₃~a	MAŠ
|SILA₃~a×1(N57)|	SILA₃~a	1(N57)
|SILA₃~a×1(N58)|	SILA₃~a	1(N58)
|SILA₃~a×NAGA~a|	SILA₃~a	NAGA~a
|SILA₃~b×NAGA~b|	SILA₃~b	NAGA~b
|SILA₃~a×NI~a|	SILA₃~a	NI~a
|SILA₃~b×NI~a|	SILA₃~b	NI~a
|SILA₃~b×NI~b|	SILA₃~b	NI~b
|SILA₃~d×NI~a|	SILA₃~d	NI~a
|SILA₃~a×NUN~b|	SILA₃~a	NUN~b
|SILA₃~a×SUHUR|	SILA₃~a	SUHUR
|SILA₃~a×SUM~a|	SILA₃~a	SUM~a
|SILA₃~a×SUM~b|	SILA₃~a	SUM~b
|SILA₃~a×ŠE~a|	SILA₃~a	ŠE~a
|SILA₃~a×ŠE~a@t|	SILA₃~a	ŠE~a@t
|SILA₃~a×ŠU|	SILA₃~a	ŠU
|SILA₃~c×ŠU|	SILA₃~c	ŠU
|SILA₃~a×ŠU₂|	SILA₃~a	ŠU₂
|SILA₃~a×X|	SILA₃~a	X
|SILA₃~a×ZATU629|	SILA₃~a	ZATU629
|SILA₃~a×ZATU646|	SILA₃~a	ZATU646
|SILA₃~a×(ZATU659.TU~c)|	SILA₃~a	ZATU659.TU~c
|SILA₃~c×ZATU687|	SILA₃~c	ZATU687
|SU~a×1(N58)|	SU~a	1(N58)
|(SUKUD+SUKUD)~a|	SUKUD+SUKUD~a
|(SUKUD+SUKUD)~b|	SUKUD+SUKUD~b
|(SUKUD+SUKUD)~c|	SUKUD+SUKUD~c
|(SUKUD+SUKUD)~d|	SUKUD+SUKUD~d
|(ŠA×HI@g~a)~a|	ŠA×HI@g~a~a
|(ŠA×HI@g~a)~b|	ŠA×HI@g~a~b
|ŠE~a.KIN₂~c|	ŠE~a	KIN₂~c
|ŠE~a.NAM₂|	ŠE~a	NAM₂
|ŠE~a.NAM₂|~v1	ŠE~a	NAM₂	
|ŠE~a&ŠE~a|	ŠE~a	ŠE~a
|ŠEN~d×A|	ŠEN~d	A
|ŠITA~b1×HI@g~a|	ŠITA~b1	HI@g
|ŠITA~a1×KAK~a|	ŠITA~a1	KAK~a
|ŠITA~a1×1(N06)|	ŠITA~a1	1(N06)
|ŠITA~b3×NAM₂|	ŠITA~b3	NAM₂
|ŠITA~a1×ŠU|	ŠITA~a1	ŠU
|ŠITA~a1×ŠU₂|	ŠITA~a1	ŠU₂
|ŠITA~a1×UDU~a|	ŠITA~a1	UDU~a
|ŠITA@g~a×1(N04)|	ŠITA@g	1(N04)
|ŠITA@g~a×1(N06)|	ŠITA@g	1(N06)
|ŠU×1(N58)|	ŠU	1(N58)
|ŠU&ŠU|	ŠU	ŠU
|ŠU₂.AN|	ŠU₂	AN
|ŠU₂.E₂~a|	ŠU₂	E₂~a
|ŠU₂.E₂~b|	ŠU₂	E₂~b
|ŠU₂.EN~a|	ŠU₂	EN~a
